"SIM","status","year"
1,FALSE,NA
2,FALSE,NA
3,TRUE,23
4,TRUE,43
5,TRUE,52
6,FALSE,NA
7,FALSE,NA
8,FALSE,NA
9,FALSE,NA
10,TRUE,27
11,TRUE,34
12,TRUE,100
13,FALSE,NA
14,FALSE,NA
15,FALSE,NA
16,TRUE,87
17,TRUE,7
18,TRUE,7
19,TRUE,86
20,TRUE,17
21,FALSE,NA
22,TRUE,37
23,TRUE,58
24,TRUE,92
25,TRUE,6
26,TRUE,59
27,TRUE,39
28,FALSE,NA
29,TRUE,67
30,TRUE,46
31,FALSE,NA
32,TRUE,25
33,TRUE,9
34,FALSE,NA
35,FALSE,NA
36,FALSE,NA
37,TRUE,3
38,FALSE,NA
39,TRUE,32
40,FALSE,NA
41,FALSE,NA
42,TRUE,40
43,FALSE,NA
44,FALSE,NA
45,FALSE,NA
46,TRUE,56
47,TRUE,6
48,FALSE,NA
49,TRUE,8
50,FALSE,NA
51,FALSE,NA
52,TRUE,51
53,FALSE,NA
54,FALSE,NA
55,FALSE,NA
56,FALSE,NA
57,FALSE,NA
58,FALSE,NA
59,FALSE,NA
60,FALSE,NA
61,FALSE,NA
62,FALSE,NA
63,FALSE,NA
64,TRUE,6
65,TRUE,82
66,FALSE,NA
67,FALSE,NA
68,FALSE,NA
69,FALSE,NA
70,FALSE,NA
71,FALSE,NA
72,FALSE,NA
73,TRUE,97
74,TRUE,51
75,FALSE,NA
76,TRUE,50
77,TRUE,7
78,TRUE,6
79,FALSE,NA
80,FALSE,NA
81,FALSE,NA
82,TRUE,13
83,FALSE,NA
84,TRUE,13
85,TRUE,6
86,FALSE,NA
87,FALSE,NA
88,FALSE,NA
89,FALSE,NA
90,FALSE,NA
91,TRUE,83
92,FALSE,NA
93,TRUE,38
94,TRUE,7
95,FALSE,NA
96,FALSE,NA
97,FALSE,NA
98,FALSE,NA
99,TRUE,29
100,TRUE,92
