"SIM","status","year"
1,TRUE,40
2,TRUE,32
3,TRUE,13
4,TRUE,50
5,TRUE,84
6,TRUE,18
7,TRUE,19
8,TRUE,72
9,TRUE,11
10,TRUE,24
11,TRUE,23
12,TRUE,70
13,TRUE,2
14,TRUE,89
15,TRUE,24
16,FALSE,NA
17,TRUE,69
18,TRUE,2
19,TRUE,36
20,TRUE,45
21,TRUE,69
22,TRUE,68
23,TRUE,18
24,TRUE,30
25,TRUE,27
26,TRUE,15
27,TRUE,22
28,TRUE,65
29,TRUE,20
30,TRUE,96
31,TRUE,29
32,TRUE,43
33,TRUE,2
34,TRUE,79
35,TRUE,61
36,TRUE,60
37,TRUE,14
38,TRUE,16
39,TRUE,2
40,TRUE,32
41,TRUE,14
42,TRUE,75
43,TRUE,2
44,TRUE,45
45,TRUE,64
46,TRUE,37
47,TRUE,11
48,TRUE,87
49,TRUE,19
50,TRUE,51
51,TRUE,62
52,TRUE,83
53,TRUE,29
54,TRUE,85
55,TRUE,2
56,TRUE,48
57,TRUE,20
58,TRUE,30
59,TRUE,22
60,TRUE,19
61,TRUE,30
62,TRUE,16
63,TRUE,51
64,TRUE,29
65,TRUE,15
66,TRUE,21
67,TRUE,42
68,TRUE,17
69,TRUE,72
70,TRUE,19
71,TRUE,2
72,TRUE,26
73,TRUE,78
74,TRUE,2
75,TRUE,32
76,TRUE,18
77,TRUE,69
78,TRUE,2
79,TRUE,26
80,TRUE,57
81,TRUE,44
82,TRUE,24
83,TRUE,2
84,TRUE,20
85,TRUE,44
86,TRUE,16
87,TRUE,94
88,TRUE,48
89,TRUE,48
90,TRUE,22
91,TRUE,39
92,TRUE,64
93,TRUE,42
94,TRUE,92
95,TRUE,24
96,TRUE,60
97,TRUE,26
98,TRUE,60
99,TRUE,2
100,TRUE,64
