"SIM","status","year"
1,TRUE,2
2,FALSE,NA
3,TRUE,2
4,TRUE,71
5,TRUE,2
6,FALSE,NA
7,FALSE,NA
8,TRUE,52
9,TRUE,32
10,TRUE,39
11,TRUE,37
12,FALSE,NA
13,FALSE,NA
14,FALSE,NA
15,FALSE,NA
16,TRUE,80
17,TRUE,21
18,FALSE,NA
19,FALSE,NA
20,FALSE,NA
21,FALSE,NA
22,TRUE,2
23,FALSE,NA
24,FALSE,NA
25,TRUE,45
26,TRUE,38
27,FALSE,NA
28,FALSE,NA
29,FALSE,NA
30,FALSE,NA
31,TRUE,54
32,TRUE,2
33,TRUE,51
34,FALSE,NA
35,TRUE,45
36,FALSE,NA
37,TRUE,24
38,FALSE,NA
39,FALSE,NA
40,TRUE,21
41,FALSE,NA
42,FALSE,NA
43,TRUE,65
44,FALSE,NA
45,FALSE,NA
46,TRUE,42
47,FALSE,NA
48,FALSE,NA
49,TRUE,74
50,FALSE,NA
51,FALSE,NA
52,TRUE,79
53,FALSE,NA
54,TRUE,62
55,FALSE,NA
56,FALSE,NA
57,FALSE,NA
58,TRUE,93
59,FALSE,NA
60,TRUE,3
61,FALSE,NA
62,TRUE,98
63,TRUE,85
64,FALSE,NA
65,FALSE,NA
66,FALSE,NA
67,FALSE,NA
68,FALSE,NA
69,FALSE,NA
70,FALSE,NA
71,TRUE,66
72,FALSE,NA
73,TRUE,2
74,FALSE,NA
75,TRUE,2
76,TRUE,34
77,FALSE,NA
78,FALSE,NA
79,FALSE,NA
80,TRUE,76
81,TRUE,58
82,TRUE,24
83,TRUE,32
84,FALSE,NA
85,FALSE,NA
86,FALSE,NA
87,TRUE,72
88,TRUE,6
89,TRUE,2
90,FALSE,NA
91,FALSE,NA
92,FALSE,NA
93,TRUE,2
94,TRUE,96
95,TRUE,63
96,FALSE,NA
97,FALSE,NA
98,FALSE,NA
99,TRUE,84
100,TRUE,4
