"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191205105536_nullModel-YTB9",100,100,"equal",0.4,"beta1","max",0.775435571679015,1.07495019405651,1.15599339573794,1.76794227801452,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205105549_nullModel-YTB9",100,100,"equal",0.4,"beta1","mean",0.973710041292476,1.11063318164528,1.17112607588793,1.86642417989019,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205123707_nullModel-YTB9",100,100,"equal",0.6,"beta1","max",1.33910541346748e-05,0.357528331425645,0.54324760892091,1.85075416199846,49,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205123927_nullModel-YTB9",100,100,"equal",0.6,"beta1","mean",9.29972914541991e-07,0.43948196421802,0.46720720861604,1.26282084481507,54,19,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205124212_nullModel-YTB9",100,100,"equal",0.6,"beta1","mean",0.562895241941782,1.07198973667543,1.06186522748075,1.32486021738,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205124732_nullModel-YTB9",100,100,"equal",0.6,"beta1","fixed",0.750880834768645,1.1155414226483,1.17924740158757,1.81515857213204,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205124908_nullModel-YTB9",100,100,"equal",0.6,"beta1","max",0.805655375524649,1.06737767746211,1.12651787245357,1.71281585970512,1,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205124917_nullModel-YTB9",100,100,"equal",0.6,"beta1","mean",0.954883904942125,1.09847881400143,1.14955178104337,1.69504939419943,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205141005_nullModel-YTB9",100,100,"equal",0.8,"beta1","max",2.35881149642219e-07,0.718073334880425,0.995552458438979,5.26694159808616,81,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205141752_nullModel-YTB9",100,100,"equal",0.8,"beta1","mean",1.83307219778104e-06,0.611851925575238,0.874657842925346,5.25745642663383,85,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205143819_nullModel-YTB9",100,100,"equal",0.8,"beta1","max",0.323711066474187,1.07630425630404,1.06054165051333,1.30991189936266,3,86,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205143906_nullModel-YTB9",100,100,"equal",0.8,"beta1","mean",0.537781116966171,1.05265441026684,1.04928552041878,1.23280760147779,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205145015_nullModel-YTB9",100,100,"equal",0.8,"beta1","fixed",0.962437380379979,1.12966256827099,1.22567853476026,1.92203177934548,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205145022_nullModel-YTB9",100,100,"equal",0.8,"beta1","max",0.681663157059851,1.06940301239446,1.1381233486084,1.7415485905068,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191205145121_nullModel-YTB9",100,100,"equal",0.8,"beta1","mean",0.795194613496645,1.08018861189317,1.15294872761637,1.7949737606312,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
