"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191202092819_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.754608682711911,1.01046183684073,1.00898627113703,1.06954675732688,9,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202092846_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.30325638148196,1.03821410326926,0.987021137923803,1.26793726755971,11,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202092907_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.000275919854260985,0.947563455727884,0.756404003842485,1.31427570876477,49,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202092926_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",1.28981941522897e-07,0.19820095062141,0.287601801876579,1.06539911967395,97,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202093111_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.428535786250386,0.999069954878675,0.988548881390277,1.09143943010636,13,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202093141_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.00328047785301981,0.460795293458515,0.453474232081839,0.9715515507079,96,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202093148_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",1.35439497179247e-08,0.0230619530491238,0.0597140728694073,0.611454307674642,100,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202093154_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",1.4279480823326e-10,0.000484576026705944,0.00297840615174408,0.0942644188969139,100,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202095116_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.597007754256561,0.997965858798183,0.990708513512361,1.05204025418591,13,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202100245_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.00444178801245336,0.486586516392362,0.475024967661433,1.01940696949356,94,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202103104_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.673432709383551,1.01589784908938,1.01229947885941,1.06354415361882,7,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202104802_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.371787745371183,1.0286496632222,0.992317234652136,1.14765183499437,9,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202105056_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",8.02147535104787e-05,0.925490746647366,0.752040311121552,1.44022240358175,41,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202105156_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",2.18505923593003e-08,0.0144985922398024,0.0520378514349034,0.506592950580843,100,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202105411_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",2.91006732530558e-05,0.404269056076202,0.367427490086537,1.09756722492463,89,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202112214_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",1.70053613000681e-11,0.000261702241461652,0.00107482616289191,0.0138438765636255,100,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202113047_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.362904205319198,1.00044533994831,0.983667070989344,1.07628121542622,11,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202114024_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.000738766862507523,0.319935351928921,0.376195255106257,0.968258939781799,93,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202114045_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",3.64576885788186e-07,0.0211001294334522,0.0420523230923824,0.61318106307108,100,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202115245_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.890424759946163,1.01391992773983,1.01237465817084,1.08114534584475,17,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202115824_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",6.22367838196824e-10,0.00059726820490805,0.00178426974423678,0.0169602526167013,100,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202120513_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.994407827387716,1.02777833038711,1.02716348423592,1.10930851778172,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202120904_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.509205061305744,1.02636659464288,0.992762267808635,1.21616808949574,12,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202121441_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.558278440547727,0.968351804715155,0.913396241229279,1.16638104213568,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202121718_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.0202918823110468,0.792042873113371,0.676970728902418,1.29086375835558,46,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202121824_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",7.16216092917527e-07,0.303782579148125,0.332721060047589,0.986668455743594,94,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202123811_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.131691032329865,0.659935905157959,0.618367634903031,0.940045807735149,8,64,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202123818_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.0493717139098209,0.504738474951214,0.514982820980135,0.843722606395176,22,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202124928_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.920351213690972,1.02563702684057,1.02501407206765,1.06531612934468,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202130608_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.797053279225493,1.01498562214082,1.01673252621564,1.07595869366789,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202132522_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.71854326392525,1.03761448011493,1.04117152442314,1.15439537255773,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202133458_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.465121533016612,1.04398886530654,1.03625587391972,1.37960606935497,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202134506_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.500739429904112,0.992011100964654,0.932569524570544,1.13384643221174,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202134518_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.33756651733702,1.02285524262495,0.99719538786686,1.34503122784816,4,85,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202143719_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.97777814670051,1.01980729251645,1.02069172685295,1.06769873024817,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202145104_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.13845387417094,0.667992750693481,0.641224072442454,1.00162435498389,10,55,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202150411_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.734668359199108,1.04163525995167,1.03325239864707,1.09972633886073,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202151843_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.0837245798088964,0.499406726730053,0.484921578626619,0.898857711081584,24,50,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202152926_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.461332433422612,1.04248875807037,1.04318939477804,1.24243723529361,1,96,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202154635_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.759013642112855,1.02652406966119,1.02459881836991,1.10130617088182,1,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202155913_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.210687621117907,1.02125938151872,0.985037596408212,1.2539222062396,5,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202160853_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.986403678070861,1.02488252629083,1.02287720931019,1.06991650037751,1,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202160919_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.509307300984718,0.959442930739343,0.916511993916246,1.12501797187275,0,Inf,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202162147_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.15226021560605,0.628316483002975,0.597605332246976,0.981881281814631,15,66,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202164300_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.70672575589182,1.04017323981393,1.03451346948766,1.1170408357047,2,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202170322_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.126700311822952,0.477864684903123,0.488949497978919,0.869069492763237,28,57,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202172427_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.361765170112653,1.039929981521,1.03253479299338,1.45702111220711,2,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202173940_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.24403787299639,1.02489163205414,0.983463820825262,1.42837566441217,3,68,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202181040_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.845855309856319,1.16813494443938,1.37934593996766,2.50818609691008,3,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202181914_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.960052995039814,1.10914089924587,1.29160346988384,2.30297199344451,2,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202182006_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.800908311700129,1.09812103572631,1.14772868371148,1.93931812289726,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202183510_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.753662156847503,1.12848028430088,1.2618889039106,2.16138218481779,2,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202184943_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.805323440981688,1.14330926065662,1.25635518256344,2.1468627098553,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202191709_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.784739142656338,1.10196451782216,1.16903792146122,1.71804794122757,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202194113_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.886198723512756,1.17709603461972,1.32200610848126,2.34518142480748,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202194123_nullModel-YTB5",100,100,"oneRich",0.8,"beta1","fixed",0.800672825478244,1.13769978740504,1.22193500373631,2.04822351928084,2,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202195304_nullModel-YTB5",100,100,"oneRich",0.2,"beta1","fixed",0.945062840578226,1.10069322736236,1.22103591609994,2.58634691978311,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202195810_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.927404620872119,1.09416055747908,1.15112765860806,1.93113125698345,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191202202551_nullModel-YTB5",100,100,"oneRich",0.4,"beta1","fixed",0.757637439241067,1.13920022071544,1.26822434720661,2.20384240025014,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191202205643_nullModel-YTB5",100,100,"oneRich",0.6,"beta1","fixed",0.7295439307135,1.13656590765624,1.303835410344,2.25687495744429,1,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
