"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191130135403_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.849517666929041,1.01740070578242,1.01812437058943,1.07592953822878,13,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130135505_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.630749715319081,0.981027047001748,0.962144359662614,1.07853980655796,13,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130135536_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.139135045392348,1.03818128208065,0.961839277410468,1.22161526189364,11,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130135616_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.0235882269954793,1.05248266623942,0.979098037000574,1.28689777850052,19,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130151604_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.79471401262453,1.01491909512171,1.01597426769991,1.06440506347892,14,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130152549_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.271038310004603,0.984009245389333,0.956811476955,1.11136025538838,19,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130154118_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.180172749999767,1.03681927493242,0.936875894428033,1.29209007983454,18,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130154341_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.0368674983505632,1.05211810584046,0.944893101457725,1.41644643440062,24,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130163715_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.754427600790637,1.01214452912344,1.00670240088868,1.06278199035361,9,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130165100_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.454788840564898,0.988108447194309,0.965636225760979,1.13403910891423,11,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130171904_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.00933268867604213,1.01277856106155,0.942242216671303,1.34516288772139,18,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130172902_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.147181324104568,1.05563528337545,0.929412853871106,1.26641742590954,22,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130204945_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.880512189335184,1.02759456114608,1.02484202769347,1.06919518140034,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130205101_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.756971489407988,1.02636543364288,1.02193211711204,1.09357146516242,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130205152_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.535568667356092,1.03960082553201,1.02907967466535,1.1437176357502,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130205239_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.417391646141404,1.05690038535359,1.04225644755091,1.17457157556462,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130225525_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.766716355256815,1.02576805452449,1.02106158809681,1.06143005327686,1,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130225529_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.753799758478992,1.02780503473359,1.02403651614686,1.18421944002598,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130225534_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.381481251665348,1.04085492986651,1.02963928138653,1.20983138726477,1,96,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191130225538_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.343415143459151,1.0612507485979,1.04278256485003,1.14373289476659,1,93,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201002830_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.859625312895672,1.0273458050895,1.02615727410446,1.07712602586854,0,Inf,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201003712_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.943608542124685,1.031071785682,1.03017775570377,1.10151847127204,0,Inf,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201004624_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.403856606906775,1.04564733797963,1.03619292404977,1.21822798474934,0,Inf,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201005659_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.353620649453719,1.05705848775619,1.06012103844053,1.34649048684154,2,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201020207_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.951758808957496,1.07904604800886,1.19640549354855,2.20627479964924,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201021856_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.766093960285319,1.07453853629905,1.14593321207243,1.80922579087541,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201023728_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.8114328153305,1.1373178007517,1.20190395549013,1.79403425453365,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201025648_nullModel-YTB4",100,100,"oneRich",0.8,"beta1","max",0.87777121272137,1.08435376855961,1.15287448446197,1.85179441742203,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201033520_nullModel-YTB4",100,100,"oneRich",0.2,"beta1","max",0.882567950272653,1.10885738933486,1.26566416745063,2.43805884899783,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201040331_nullModel-YTB4",100,100,"oneRich",0.4,"beta1","max",0.890376454663445,1.12761189622179,1.18156172410945,1.98284428781932,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191201043609_nullModel-YTB4",100,100,"oneRich",0.6,"beta1","max",0.799152640425442,1.09091066642933,1.17285079339604,1.88422448098667,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
