"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191207145631_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","fixed",0.208266950775997,1.02161301980409,0.98864020254941,1.16695965945018,3,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207145710_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","mean",0.14494446042051,0.988042489903613,0.942946635910741,1.17015066437446,4,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207145746_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","max",0.237268034457208,0.920603701189478,0.86604447474564,1.20989773012672,2,97,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191207145826_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","fixed",0.399559438300947,1.02964728373079,1.0071172864447,1.25375628723518,1,94,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207145924_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","mean",0.100329436533096,1.00339082161845,0.975850507215758,1.1348305954678,2,62,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207145947_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","max",0.337397525881159,0.974340030936349,0.940016509138457,1.17886728421157,3,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.5
"20191207162755_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","fixed",0.47573625180264,1.02608588832955,1.000002835191,1.26140803211332,1,97,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191207163051_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","mean",0.419279767242286,1.00651003936276,0.98631330008162,1.09080197495341,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191207163458_nullModel-YTB12",100,100,"oneRich",0.4,"beta1","max",0.791748584202116,0.984047587968049,0.975340440917722,1.11130915846373,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191207163503_nullModel-YTB12",100,100,"equal",0.4,"beta1","fixed",0.145099742490156,0.977911714386076,0.911130677530599,1.14424444680371,5,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191207163801_nullModel-YTB12",100,100,"equal",0.4,"beta1","mean",0.184419511871559,0.933345980693813,0.854069028371609,1.15654876864981,5,67,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191207164330_nullModel-YTB12",100,100,"equal",0.4,"beta1","max",0.0551989934185611,0.860900492000877,0.786155204577951,1.31769144860958,11,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
