"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191204110345_nullModel-YTB8",100,100,"equal",0.2,"beta1","max",0.774995547990628,0.996113596035729,0.984416116078834,1.07122373762128,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191204110357_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","max",0.830932265730204,1.0006782397737,1.0012504718841,1.06142393719376,12,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191204110403_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","mean",0.820462357901321,1.00556429357535,0.999370499206442,1.06483551441445,13,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191204110408_nullModel-YTB8",100,100,"equal",0.2,"beta1","max",0.852110425009403,1.02130283116081,1.02033394231437,1.08669677970125,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191204110413_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","max",0.803155364926489,1.01737548483079,1.01438489472059,1.0826356094623,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191204110418_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","mean",0.731087946162522,1.02459071697933,1.01830112085318,1.08535171714459,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191204110423_nullModel-YTB8",100,100,"equal",0.2,"beta1","max",0.880448950172517,1.11074295789508,1.27293795953367,2.37791276581932,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,NA
"20191204110432_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","max",0.855917661547786,1.11683470819683,1.30621005000491,2.33921319395201,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191204124712_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","mean",0.910552003543796,1.07890981308104,1.24673190272422,2.36773186698301,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191204125007_nullModel-YTB8",100,100,"oneRich",0.2,"beta1","mean",0.878988181122301,1.0926671389662,1.3114983679152,2.34531183215542,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.5,8,0.2,0,TRUE,100,10,100,0.1,40,0.75
"20191204125753_nullModel-YTB8",100,100,"equal",0.4,"beta1","max",0.142579504348801,0.885096955080967,0.828119811330633,1.25431599794838,5,81,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,NA
