"idx","sims","years","land_type","yield_value","ytb_type","man_bud_type","trend_Min.","trend_Median","trend_Mean","trend_Max.","EXT","EXT_first","get_res","land_dim_1","land_dim_2","land_ownership","tend_crops","tend_crop_yld","scaring","minimum_cost","remove_pr","res_death_type","lambda","res_death_K","RESOURCE_ini","manage_target","manager_budget","user_budget","public_land","stakeholders","res_consume","observe_type","res_move_obs","agent_view","times_observe","agent_move","converge_crit","ga_mingen","land_type_max_frac"
"20191203102350_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","mean",0.963654211550518,1.01721779308789,1.01810335984191,1.05892696254188,15,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203102357_nullModel-YTB6",100,100,"oneRich",0.4,"beta1","mean",0.460699782413737,1.02941279551108,0.990633083626592,1.18581599681472,12,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203102402_nullModel-YTB6",100,100,"oneRich",0.6,"beta1","mean",0.0912284455798935,1.04737748747657,0.882244455490585,1.32773115393246,21,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203102406_nullModel-YTB6",100,100,"oneRich",0.8,"beta1","mean",0.00799794030167281,1.07891731635002,0.91297203779482,1.65804799070428,30,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203102411_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","mean",0.773703348851912,1.01274114756715,1.00964553507559,1.05286152358653,12,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203102417_nullModel-YTB6",100,100,"oneRich",0.4,"beta1","mean",0.310646240493782,1.01770469241065,0.987763983135756,1.14638373947872,14,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203114137_nullModel-YTB6",100,100,"oneRich",0.6,"beta1","mean",0.0183350470645082,1.04916130606339,0.941100155231642,1.24473282310884,15,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203114553_nullModel-YTB6",100,100,"oneRich",0.8,"beta1","mean",0.033349637254501,1.07765448194176,0.897546475857303,1.49249373066474,26,2,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203114911_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","mean",0.937780735227156,1.01325093589822,1.01356289235008,1.06641476231069,24,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203115024_nullModel-YTB6",100,100,"oneRich",0.4,"beta1","mean",0.407244960687713,1.0144356742184,0.972838141771684,1.29681409609943,13,1,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203115553_nullModel-YTB6",100,100,"oneRich",0.6,"beta1","mean",0.0608667284323342,1.05298824378209,0.944011594056196,1.35792443639806,20,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203115929_nullModel-YTB6",100,100,"oneRich",0.8,"beta1","mean",0.0331776458818375,1.08891046716679,0.857782768566469,1.53080183251396,39,2,"Full",200,200,TRUE,TRUE,0.8,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203125546_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","mean",0.89500390707549,1.02235697430442,1.02008040463448,1.06798008902413,1,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203131143_nullModel-YTB6",100,100,"oneRich",0.4,"beta1","mean",0.596169201748784,1.04052503311814,1.03427409658996,1.17056524456087,2,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203131217_nullModel-YTB6",100,100,"oneRich",0.6,"beta1","mean",0.611128301825215,1.03868493197361,1.03322414388195,1.16219342236916,0,Inf,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203131948_nullModel-YTB6",100,100,"oneRich",0.8,"beta1","mean",0.27459352503756,1.04086916217119,1.04537150018057,1.44161565253304,1,97,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203132500_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","mean",0.826219100398934,1.01989864322963,1.01957372387477,1.08192049178485,0,Inf,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203132524_nullModel-YTB6",100,100,"oneRich",0.4,"beta1","mean",0.674850170909446,1.04510942199183,1.03723944319136,1.16789436780308,1,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203142627_nullModel-YTB6",100,100,"oneRich",0.6,"beta1","mean",0.357417275100527,1.03601627593261,1.0313467046386,1.1463698613895,2,1,"Full",200,200,TRUE,TRUE,0.5,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0.25,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203144849_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","max",0.882643348623048,1.00596592526751,1.00388736962167,1.05202426617219,10,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203145033_nullModel-YTB6",100,100,"oneRich",0.2,"beta1","max",0.831422654805457,1.00765098028675,1.00854425665403,1.08046004239251,5,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203145041_nullModel-YTB6",100,100,"oneRich",0.4,"beta1","max",0.290823643436204,1.0386972917535,0.984156561488314,1.24447002541788,13,1,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
"20191203145044_nullModel-YTB6",100,100,"oneRich",0.6,"beta1","max",0.114558634808992,1.1005241051447,0.999186505083034,1.34001155778273,20,2,"Full",200,200,TRUE,TRUE,0.2,TRUE,10,0.075,3,0.25,10000,1000,1000,1000,1000,0,8,0.2,0,TRUE,100,10,100,0.1,40,0.25
