"SIM","status","year"
1,FALSE,NA
2,TRUE,52
3,TRUE,61
4,TRUE,56
5,FALSE,NA
6,FALSE,NA
7,TRUE,85
8,FALSE,NA
9,TRUE,75
10,FALSE,NA
11,TRUE,70
12,TRUE,38
13,TRUE,87
14,FALSE,NA
15,FALSE,NA
16,FALSE,NA
17,TRUE,68
18,TRUE,56
19,FALSE,NA
20,FALSE,NA
21,TRUE,74
22,FALSE,NA
23,FALSE,NA
24,TRUE,28
25,FALSE,NA
26,TRUE,90
27,FALSE,NA
28,TRUE,1
29,TRUE,41
30,FALSE,NA
31,FALSE,NA
32,TRUE,3
33,FALSE,NA
34,FALSE,NA
35,TRUE,4
36,FALSE,NA
37,FALSE,NA
38,TRUE,64
39,TRUE,27
40,FALSE,NA
41,TRUE,14
42,FALSE,NA
43,TRUE,69
44,TRUE,73
45,FALSE,NA
46,FALSE,NA
47,TRUE,46
48,TRUE,72
49,FALSE,NA
50,TRUE,24
51,TRUE,98
52,FALSE,NA
53,TRUE,88
54,TRUE,71
55,FALSE,NA
56,TRUE,53
57,TRUE,73
58,TRUE,46
59,FALSE,NA
60,TRUE,92
61,TRUE,22
62,FALSE,NA
63,FALSE,NA
64,TRUE,44
65,FALSE,NA
66,TRUE,48
67,TRUE,22
68,TRUE,51
69,FALSE,NA
70,FALSE,NA
71,FALSE,NA
72,FALSE,NA
73,TRUE,88
74,TRUE,21
75,FALSE,NA
76,TRUE,61
77,FALSE,NA
78,TRUE,75
79,TRUE,60
80,FALSE,NA
81,TRUE,58
82,FALSE,NA
83,TRUE,38
84,FALSE,NA
85,TRUE,100
86,FALSE,NA
87,FALSE,NA
88,TRUE,74
89,FALSE,NA
90,FALSE,NA
91,TRUE,39
92,TRUE,66
93,TRUE,72
94,FALSE,NA
95,FALSE,NA
96,FALSE,NA
97,FALSE,NA
98,FALSE,NA
99,FALSE,NA
100,FALSE,NA
