"SIM","YEAR","N","N_OBS"
1,1,966,966
1,2,991,991
1,3,998,998
1,4,1046,1046
1,5,1200,1200
1,6,744,744
1,7,788,788
1,8,846,846
1,9,880,880
1,10,940,940
1,11,1015,1015
1,12,933,933
1,13,1008,1008
1,14,483,483
1,15,513,513
1,16,556,556
1,17,608,608
1,18,644,644
1,19,692,692
1,20,738,738
1,21,793,793
1,22,826,826
1,23,862,862
1,24,918,918
1,25,994,994
1,26,1094,1094
1,27,1116,1116
1,28,773,773
1,29,814,814
1,30,868,868
1,31,940,940
1,32,1013,1013
1,33,730,730
1,34,752,752
1,35,777,777
1,36,810,810
1,37,866,866
1,38,933,933
1,39,1009,1009
1,40,798,798
1,41,845,845
1,42,913,913
1,43,997,997
1,44,1095,1095
1,45,1131,1131
1,46,849,849
1,47,926,926
1,48,1014,1014
1,49,1046,1046
1,50,903,903
1,51,988,988
1,52,1077,1077
1,53,740,740
1,54,806,806
1,55,856,856
1,56,927,927
1,57,1023,1023
1,58,1084,1084
1,59,810,810
1,60,890,890
1,61,980,980
1,62,1066,1066
1,63,1099,1099
1,64,814,814
1,65,879,879
1,66,976,976
1,67,1056,1056
1,68,839,839
1,69,908,908
1,70,992,992
1,71,1088,1088
1,72,853,853
1,73,927,927
1,74,1012,1012
1,75,1031,1031
1,76,1062,1062
1,77,800,800
1,78,881,881
1,79,975,975
1,80,1054,1054
1,81,781,781
1,82,843,843
1,83,940,940
1,84,1039,1039
1,85,1059,1059
1,86,958,958
1,87,1051,1051
1,88,926,926
1,89,1012,1012
1,90,1101,1101
1,91,1151,1151
1,92,1126,1126
1,93,932,932
1,94,1015,1015
1,95,1068,1068
1,96,1060,1060
1,97,1122,1122
1,98,1029,1029
1,99,1079,1079
1,100,1050,1050
2,1,1004,1004
2,2,694,694
2,3,714,714
2,4,752,752
2,5,882,882
2,6,919,919
2,7,961,961
2,8,1015,1015
2,9,457,457
2,10,488,488
2,11,521,521
2,12,566,566
2,13,611,611
2,14,664,664
2,15,719,719
2,16,779,779
2,17,829,829
2,18,875,875
2,19,924,924
2,20,976,976
2,21,1040,1040
2,22,650,650
2,23,715,715
2,24,765,765
2,25,817,817
2,26,864,864
2,27,917,917
2,28,973,973
2,29,1048,1048
2,30,700,700
2,31,756,756
2,32,795,795
2,33,833,833
2,34,880,880
2,35,937,937
2,36,1002,1002
2,37,964,964
2,38,1048,1048
2,39,1098,1098
2,40,807,807
2,41,857,857
2,42,922,922
2,43,1011,1011
2,44,818,818
2,45,873,873
2,46,938,938
2,47,1033,1033
2,48,718,718
2,49,744,744
2,50,792,792
2,51,830,830
2,52,888,888
2,53,977,977
2,54,1047,1047
2,55,1044,1044
2,56,907,907
2,57,990,990
2,58,1080,1080
2,59,821,821
2,60,883,883
2,61,957,957
2,62,1044,1044
2,63,1076,1076
2,64,772,772
2,65,824,824
2,66,902,902
2,67,992,992
2,68,1069,1069
2,69,1120,1120
2,70,786,786
2,71,846,846
2,72,921,921
2,73,1002,1002
2,74,900,900
2,75,974,974
2,76,1050,1050
2,77,809,809
2,78,893,893
2,79,962,962
2,80,1038,1038
2,81,1106,1106
2,82,836,836
