"SIM","status","year"
1,TRUE,7
2,TRUE,41
3,TRUE,42
4,TRUE,25
5,TRUE,74
6,TRUE,48
7,TRUE,42
8,TRUE,61
9,TRUE,71
10,TRUE,52
11,TRUE,67
12,TRUE,14
13,TRUE,31
14,TRUE,62
15,TRUE,42
16,TRUE,28
17,TRUE,42
18,TRUE,7
19,TRUE,32
20,TRUE,24
21,TRUE,16
22,TRUE,30
23,TRUE,57
24,TRUE,43
25,TRUE,39
26,TRUE,11
27,TRUE,2
28,TRUE,24
29,TRUE,23
30,TRUE,58
31,TRUE,36
32,TRUE,16
33,TRUE,50
34,TRUE,31
35,TRUE,6
36,TRUE,25
37,TRUE,30
38,TRUE,66
39,TRUE,8
40,TRUE,20
41,TRUE,36
42,TRUE,35
43,TRUE,37
44,TRUE,21
45,TRUE,28
46,TRUE,63
47,TRUE,38
48,TRUE,51
49,TRUE,43
50,TRUE,32
51,TRUE,40
52,TRUE,37
53,TRUE,19
54,TRUE,60
55,TRUE,34
56,TRUE,76
57,TRUE,23
58,TRUE,36
59,TRUE,44
60,TRUE,55
61,TRUE,50
62,TRUE,89
63,TRUE,48
64,TRUE,37
65,TRUE,2
66,TRUE,64
67,TRUE,45
68,TRUE,7
69,TRUE,14
70,TRUE,32
71,TRUE,12
72,TRUE,49
73,TRUE,52
74,TRUE,67
75,TRUE,29
76,TRUE,43
77,TRUE,34
78,TRUE,49
79,TRUE,53
80,TRUE,59
81,TRUE,4
82,TRUE,60
83,TRUE,29
84,TRUE,38
85,TRUE,57
86,TRUE,50
87,TRUE,58
88,TRUE,41
89,TRUE,36
90,TRUE,19
91,TRUE,31
92,TRUE,57
93,TRUE,44
94,TRUE,31
95,TRUE,21
96,TRUE,34
97,TRUE,29
98,TRUE,66
99,TRUE,56
100,TRUE,38
