"SIM","status","year"
1,FALSE,NA
2,TRUE,43
3,TRUE,77
4,FALSE,NA
5,TRUE,93
6,TRUE,62
7,FALSE,NA
8,FALSE,NA
9,FALSE,NA
10,FALSE,NA
11,FALSE,NA
12,TRUE,61
13,TRUE,75
14,TRUE,55
15,TRUE,67
16,FALSE,NA
17,FALSE,NA
18,TRUE,82
19,TRUE,94
20,TRUE,90
21,FALSE,NA
22,TRUE,71
23,FALSE,NA
24,TRUE,2
25,FALSE,NA
26,FALSE,NA
27,FALSE,NA
28,FALSE,NA
29,TRUE,51
30,FALSE,NA
31,FALSE,NA
32,TRUE,85
33,FALSE,NA
34,TRUE,47
35,FALSE,NA
36,FALSE,NA
37,FALSE,NA
38,FALSE,NA
39,TRUE,80
40,FALSE,NA
41,FALSE,NA
42,FALSE,NA
43,TRUE,66
44,FALSE,NA
45,FALSE,NA
46,FALSE,NA
47,FALSE,NA
48,TRUE,53
49,TRUE,58
50,TRUE,47
51,TRUE,78
52,TRUE,65
53,TRUE,68
54,FALSE,NA
55,TRUE,2
56,TRUE,75
57,FALSE,NA
58,TRUE,2
59,FALSE,NA
60,FALSE,NA
61,FALSE,NA
62,TRUE,73
63,FALSE,NA
64,FALSE,NA
65,TRUE,2
66,TRUE,55
67,TRUE,40
68,FALSE,NA
69,TRUE,57
70,FALSE,NA
71,TRUE,50
72,FALSE,NA
73,TRUE,70
74,FALSE,NA
75,FALSE,NA
76,FALSE,NA
77,TRUE,70
78,TRUE,41
79,TRUE,47
80,FALSE,NA
81,TRUE,2
82,FALSE,NA
83,FALSE,NA
84,FALSE,NA
85,TRUE,1
86,TRUE,73
87,TRUE,2
88,FALSE,NA
89,TRUE,2
90,TRUE,99
91,FALSE,NA
92,TRUE,89
93,TRUE,52
94,TRUE,74
95,FALSE,NA
96,FALSE,NA
97,FALSE,NA
98,FALSE,NA
99,FALSE,NA
100,FALSE,NA
