"SIM","status","year"
1,TRUE,23
2,TRUE,26
3,TRUE,98
4,FALSE,NA
5,TRUE,70
6,FALSE,NA
7,FALSE,NA
8,FALSE,NA
9,TRUE,80
10,FALSE,NA
11,FALSE,NA
12,TRUE,81
13,FALSE,NA
14,TRUE,70
15,FALSE,NA
16,FALSE,NA
17,TRUE,70
18,FALSE,NA
19,FALSE,NA
20,FALSE,NA
21,TRUE,42
22,FALSE,NA
23,FALSE,NA
24,FALSE,NA
25,TRUE,78
26,FALSE,NA
27,FALSE,NA
28,TRUE,25
29,TRUE,64
30,FALSE,NA
31,TRUE,45
32,FALSE,NA
33,TRUE,50
34,FALSE,NA
35,FALSE,NA
36,FALSE,NA
37,FALSE,NA
38,FALSE,NA
39,TRUE,93
40,TRUE,4
41,FALSE,NA
42,FALSE,NA
43,FALSE,NA
44,FALSE,NA
45,FALSE,NA
46,TRUE,78
47,FALSE,NA
48,FALSE,NA
49,TRUE,62
50,TRUE,91
51,FALSE,NA
52,FALSE,NA
53,FALSE,NA
54,TRUE,79
55,FALSE,NA
56,TRUE,60
57,FALSE,NA
58,FALSE,NA
59,FALSE,NA
60,TRUE,61
61,TRUE,24
62,FALSE,NA
63,FALSE,NA
64,FALSE,NA
65,FALSE,NA
66,FALSE,NA
67,FALSE,NA
68,FALSE,NA
69,FALSE,NA
70,FALSE,NA
71,FALSE,NA
72,FALSE,NA
73,FALSE,NA
74,FALSE,NA
75,FALSE,NA
76,FALSE,NA
77,TRUE,94
78,FALSE,NA
79,TRUE,66
80,FALSE,NA
81,FALSE,NA
82,FALSE,NA
83,TRUE,75
84,TRUE,15
85,TRUE,97
86,FALSE,NA
87,FALSE,NA
88,FALSE,NA
89,FALSE,NA
90,FALSE,NA
91,FALSE,NA
92,FALSE,NA
93,FALSE,NA
94,TRUE,65
95,FALSE,NA
96,FALSE,NA
97,TRUE,85
98,TRUE,76
99,TRUE,78
100,FALSE,NA
