"SIM","status","year"
1,TRUE,6
2,TRUE,72
3,TRUE,73
4,TRUE,44
5,TRUE,6
6,TRUE,74
7,TRUE,50
8,TRUE,5
9,TRUE,40
10,TRUE,7
11,TRUE,6
12,TRUE,6
13,TRUE,83
14,FALSE,NA
15,FALSE,NA
16,TRUE,81
17,TRUE,6
18,TRUE,17
19,FALSE,NA
20,TRUE,36
21,TRUE,6
22,TRUE,83
23,TRUE,45
24,TRUE,17
25,FALSE,NA
26,TRUE,83
27,TRUE,6
28,TRUE,51
29,TRUE,8
30,TRUE,93
31,TRUE,6
32,TRUE,38
33,FALSE,NA
34,TRUE,44
35,TRUE,85
36,TRUE,69
37,FALSE,NA
38,TRUE,75
39,TRUE,4
40,TRUE,6
41,TRUE,7
42,TRUE,66
43,FALSE,NA
44,FALSE,NA
45,TRUE,92
46,FALSE,NA
47,TRUE,40
48,TRUE,6
49,TRUE,1
50,TRUE,6
51,TRUE,56
52,FALSE,NA
53,TRUE,5
54,FALSE,NA
55,TRUE,100
56,TRUE,37
57,TRUE,54
58,TRUE,43
59,FALSE,NA
60,FALSE,NA
61,FALSE,NA
62,TRUE,80
63,TRUE,82
64,TRUE,67
65,TRUE,6
66,TRUE,5
67,TRUE,18
68,TRUE,80
69,TRUE,15
70,TRUE,18
71,TRUE,30
72,TRUE,51
73,FALSE,NA
74,TRUE,6
75,TRUE,60
76,FALSE,NA
77,TRUE,51
78,TRUE,6
79,TRUE,69
80,TRUE,92
81,TRUE,77
82,TRUE,43
83,FALSE,NA
84,TRUE,6
85,TRUE,67
86,TRUE,30
87,TRUE,40
88,TRUE,64
89,TRUE,82
90,TRUE,99
91,TRUE,85
92,TRUE,9
93,TRUE,62
94,TRUE,12
95,TRUE,5
96,FALSE,NA
97,TRUE,87
98,TRUE,74
99,FALSE,NA
100,FALSE,NA
