"SIM","status","year"
1,TRUE,3
2,TRUE,51
3,TRUE,84
4,TRUE,33
5,TRUE,3
6,TRUE,7
7,TRUE,8
8,TRUE,47
9,TRUE,3
10,TRUE,21
11,TRUE,5
12,TRUE,75
13,TRUE,22
14,TRUE,28
15,TRUE,21
16,TRUE,15
17,TRUE,18
18,TRUE,25
19,TRUE,12
20,TRUE,18
21,TRUE,32
22,TRUE,5
23,TRUE,41
24,TRUE,17
25,TRUE,4
26,TRUE,5
27,TRUE,27
28,TRUE,25
29,TRUE,18
30,TRUE,33
31,TRUE,16
32,TRUE,19
33,TRUE,20
34,TRUE,6
35,TRUE,6
36,TRUE,6
37,TRUE,18
38,TRUE,14
39,TRUE,4
40,TRUE,26
41,TRUE,29
42,TRUE,4
43,TRUE,3
44,TRUE,23
45,TRUE,17
46,TRUE,41
47,TRUE,9
48,TRUE,11
49,TRUE,73
50,TRUE,8
51,TRUE,1
52,TRUE,50
53,TRUE,26
54,TRUE,10
55,TRUE,17
56,TRUE,34
57,TRUE,28
58,TRUE,30
59,TRUE,74
60,TRUE,3
61,TRUE,5
62,TRUE,24
63,TRUE,4
64,TRUE,3
65,TRUE,61
66,TRUE,27
67,TRUE,65
68,TRUE,6
69,TRUE,15
70,TRUE,6
71,TRUE,10
72,TRUE,6
73,TRUE,30
74,TRUE,7
75,TRUE,48
76,TRUE,27
77,TRUE,9
78,TRUE,33
79,TRUE,6
80,TRUE,6
81,TRUE,6
82,TRUE,41
83,TRUE,31
84,TRUE,21
85,TRUE,1
86,TRUE,25
87,TRUE,43
88,TRUE,31
89,TRUE,15
90,TRUE,26
91,TRUE,42
92,TRUE,16
93,TRUE,12
94,TRUE,39
95,TRUE,6
96,TRUE,16
97,TRUE,64
98,TRUE,13
99,TRUE,25
100,TRUE,23
