"SIM","status","year"
1,TRUE,87
2,TRUE,84
3,TRUE,84
4,TRUE,89
5,FALSE,NA
6,TRUE,52
7,TRUE,2
8,TRUE,82
9,TRUE,22
10,TRUE,66
11,TRUE,57
12,TRUE,2
13,TRUE,67
14,TRUE,85
15,TRUE,64
16,TRUE,40
17,TRUE,86
18,TRUE,36
19,TRUE,32
20,TRUE,78
21,TRUE,53
22,TRUE,83
23,FALSE,NA
24,TRUE,86
25,TRUE,55
26,TRUE,58
27,TRUE,2
28,TRUE,69
29,FALSE,NA
30,TRUE,34
31,TRUE,45
32,FALSE,NA
33,TRUE,30
34,TRUE,30
35,TRUE,74
36,TRUE,39
37,TRUE,53
38,TRUE,97
39,FALSE,NA
40,TRUE,63
41,TRUE,2
42,TRUE,67
43,TRUE,2
44,TRUE,24
45,TRUE,2
46,TRUE,80
47,TRUE,81
48,TRUE,36
49,TRUE,94
50,FALSE,NA
51,TRUE,73
52,TRUE,74
53,TRUE,90
54,TRUE,59
55,TRUE,37
56,TRUE,73
57,TRUE,73
58,TRUE,24
59,TRUE,59
60,FALSE,NA
61,TRUE,57
62,TRUE,52
63,TRUE,99
64,TRUE,63
65,TRUE,71
66,TRUE,30
67,TRUE,80
68,FALSE,NA
69,TRUE,92
70,TRUE,58
71,TRUE,35
72,TRUE,62
73,TRUE,2
74,TRUE,79
75,TRUE,88
76,TRUE,84
77,TRUE,42
78,TRUE,68
79,TRUE,82
80,FALSE,NA
81,TRUE,89
82,TRUE,42
83,TRUE,91
84,TRUE,55
85,TRUE,36
86,TRUE,30
87,TRUE,84
88,TRUE,30
89,FALSE,NA
90,TRUE,35
91,TRUE,68
92,TRUE,86
93,TRUE,23
94,TRUE,75
95,TRUE,20
96,TRUE,26
97,FALSE,NA
98,TRUE,2
99,TRUE,37
100,TRUE,37
