"SIM","status","year"
1,TRUE,52
2,TRUE,41
3,TRUE,19
4,TRUE,64
5,TRUE,19
6,TRUE,95
7,TRUE,6
8,TRUE,35
9,TRUE,6
10,TRUE,49
11,TRUE,5
12,TRUE,53
13,FALSE,NA
14,TRUE,4
15,TRUE,6
16,FALSE,NA
17,TRUE,40
18,TRUE,5
19,FALSE,NA
20,TRUE,9
21,TRUE,6
22,TRUE,38
23,TRUE,82
24,TRUE,58
25,TRUE,43
26,FALSE,NA
27,FALSE,NA
28,TRUE,5
29,TRUE,79
30,TRUE,78
31,TRUE,1
32,TRUE,94
33,FALSE,NA
34,FALSE,NA
35,TRUE,4
36,TRUE,49
37,TRUE,9
38,FALSE,NA
39,TRUE,23
40,TRUE,36
41,TRUE,6
42,TRUE,61
43,TRUE,5
44,TRUE,78
45,TRUE,10
46,TRUE,65
47,TRUE,56
48,TRUE,54
49,TRUE,4
50,TRUE,22
51,TRUE,70
52,TRUE,5
53,TRUE,6
54,TRUE,44
55,TRUE,43
56,FALSE,NA
57,TRUE,46
58,FALSE,NA
59,TRUE,23
60,FALSE,NA
61,TRUE,5
62,FALSE,NA
63,TRUE,55
64,TRUE,59
65,TRUE,6
66,TRUE,5
67,TRUE,42
68,FALSE,NA
69,TRUE,7
70,TRUE,4
71,TRUE,91
72,FALSE,NA
73,TRUE,1
74,TRUE,13
75,TRUE,7
76,TRUE,6
77,TRUE,73
78,TRUE,8
79,TRUE,6
80,TRUE,35
81,TRUE,60
82,TRUE,60
83,TRUE,5
84,TRUE,6
85,TRUE,88
86,TRUE,5
87,TRUE,7
88,TRUE,17
89,TRUE,6
90,TRUE,7
91,TRUE,11
92,TRUE,21
93,TRUE,37
94,FALSE,NA
95,TRUE,7
96,TRUE,64
97,TRUE,59
98,TRUE,79
99,TRUE,70
100,TRUE,6
