"SIM","YEAR","N","N_OBS"
1,1,986,986
1,2,985,985
1,3,1016,1016
1,4,629,629
1,5,744,744
1,6,811,811
1,7,891,891
1,8,963,963
1,9,1042,1042
1,10,963,963
1,11,1036,1036
1,12,1015,1015
1,13,1029,1029
1,14,1045,1045
1,15,1014,1014
1,16,1060,1060
1,17,1025,1025
1,18,1063,1063
1,19,1045,1045
1,20,1074,1074
1,21,1059,1059
1,22,1079,1079
1,23,1085,1085
1,24,1106,1106
1,25,1114,1114
1,26,1134,1134
1,27,1169,1169
1,28,1191,1191
1,29,1239,1239
1,30,1284,1284
1,31,1353,1353
1,32,1441,1441
1,33,1486,1486
1,34,1531,1531
1,35,1554,1554
1,36,1607,1607
1,37,1645,1645
1,38,1677,1677
1,39,1715,1715
1,40,1774,1774
1,41,1811,1811
1,42,1824,1824
1,43,1833,1833
1,44,1879,1879
1,45,1885,1885
1,46,1923,1923
1,47,1938,1938
1,48,1953,1953
1,49,1996,1996
1,50,2039,2039
1,51,2083,2083
1,52,2136,2136
1,53,2196,2196
1,54,2272,2272
1,55,2340,2340
1,56,2439,2439
1,57,2582,2582
1,58,2668,2668
1,59,2792,2792
1,60,2919,2919
1,61,2957,2957
1,62,2965,2965
1,63,3016,3016
1,64,3035,3035
1,65,3059,3059
1,66,3093,3093
1,67,3150,3150
1,68,3223,3223
1,69,3284,3284
1,70,3379,3379
1,71,3393,3393
1,72,3496,3496
1,73,3602,3602
1,74,3734,3734
1,75,3847,3847
1,76,3968,3968
1,77,4059,4059
1,78,4149,4149
1,79,4231,4231
1,80,4354,4354
1,81,4414,4414
1,82,4501,4501
1,83,4559,4559
1,84,4631,4631
1,85,4694,4694
1,86,4779,4779
1,87,4766,4766
1,88,4808,4808
1,89,4778,4778
1,90,4792,4792
1,91,4801,4801
1,92,4774,4774
1,93,4778,4778
1,94,4840,4840
1,95,4823,4823
1,96,4832,4832
1,97,4876,4876
1,98,4819,4819
1,99,4890,4890
1,100,4875,4875
2,1,1021,1021
2,2,892,892
2,3,930,930
2,4,993,993
2,5,1174,1174
2,6,1123,1123
2,7,1103,1103
2,8,1068,1068
2,9,1041,1041
2,10,1058,1058
2,11,1022,1022
2,12,1055,1055
2,13,1048,1048
2,14,1042,1042
2,15,1024,1024
2,16,1048,1048
2,17,1000,1000
2,18,1041,1041
2,19,1056,1056
2,20,1034,1034
2,21,1065,1065
2,22,1018,1018
2,23,1047,1047
2,24,990,990
2,25,1039,1039
2,26,1020,1020
2,27,1059,1059
2,28,1052,1052
2,29,1001,1001
2,30,1044,1044
2,31,1018,1018
2,32,1022,1022
2,33,1003,1003
2,34,1045,1045
2,35,1047,1047
2,36,1062,1062
2,37,1026,1026
2,38,1034,1034
2,39,1027,1027
2,40,1025,1025
2,41,1040,1040
2,42,1012,1012
2,43,1042,1042
2,44,994,994
2,45,1024,1024
2,46,1018,1018
2,47,1012,1012
2,48,1025,1025
2,49,1034,1034
2,50,1052,1052
2,51,987,987
2,52,1012,1012
2,53,999,999
2,54,1048,1048
2,55,1054,1054
2,56,1087,1087
2,57,1079,1079
2,58,1133,1133
2,59,1149,1149
2,60,1188,1188
2,61,1236,1236
2,62,1256,1256
2,63,1301,1301
2,64,1328,1328
2,65,1353,1353
2,66,1391,1391
2,67,1438,1438
2,68,1458,1458
2,69,1500,1500
2,70,1506,1506
2,71,1548,1548
2,72,1553,1553
2,73,1538,1538
2,74,1531,1531
2,75,1551,1551
2,76,1534,1534
2,77,1522,1522
2,78,1512,1512
2,79,1508,1508
2,80,1498,1498
2,81,1505,1505
2,82,1501,1501
2,83,1502,1502
2,84,1498,1498
2,85,1491,1491
2,86,1484,1484
2,87,1468,1468
2,88,1485,1485
2,89,1477,1477
2,90,1463,1463
2,91,1488,1488
2,92,1484,1484
2,93,1452,1452
2,94,1460,1460
2,95,1456,1456
2,96,1435,1435
2,97,1444,1444
2,98,1439,1439
2,99,1417,1417
2,100,1444,1444
3,1,987,987
3,2,995,995
3,3,1015,1015
3,4,599,599
3,5,702,702
3,6,730,730
3,7,764,764
3,8,804,804
3,9,889,889
3,10,963,963
3,11,1039,1039
3,12,1016,1016
3,13,1057,1057
3,14,1010,1010
3,15,1051,1051
3,16,1011,1011
3,17,1060,1060
3,18,1017,1017
3,19,1041,1041
3,20,1001,1001
3,21,1046,1046
3,22,1032,1032
3,23,1062,1062
3,24,1050,1050
3,25,1083,1083
3,26,1069,1069
3,27,1099,1099
3,28,1111,1111
3,29,1143,1143
3,30,1195,1195
3,31,1242,1242
3,32,1270,1270
3,33,1306,1306
3,34,1332,1332
3,35,1325,1325
3,36,1311,1311
3,37,1318,1318
3,38,1300,1300
3,39,1263,1263
3,40,1282,1282
3,41,1297,1297
3,42,1286,1286
3,43,1270,1270
3,44,1268,1268
3,45,1262,1262
3,46,1270,1270
3,47,1283,1283
3,48,1265,1265
3,49,1250,1250
3,50,1251,1251
3,51,1251,1251
3,52,1259,1259
3,53,1248,1248
3,54,1256,1256
3,55,1257,1257
3,56,1236,1236
3,57,1186,1186
3,58,1180,1180
3,59,1178,1178
3,60,1185,1185
3,61,1177,1177
3,62,1198,1198
3,63,1217,1217
3,64,1202,1202
3,65,1201,1201
3,66,1197,1197
3,67,1185,1185
3,68,1170,1170
3,69,1148,1148
3,70,1149,1149
3,71,1178,1178
3,72,1166,1166
3,73,1155,1155
3,74,1175,1175
3,75,1188,1188
3,76,1173,1173
3,77,1162,1162
3,78,1173,1173
3,79,1179,1179
3,80,1157,1157
3,81,1163,1163
3,82,1178,1178
3,83,1172,1172
3,84,1178,1178
3,85,1182,1182
3,86,1183,1183
3,87,1170,1170
3,88,1162,1162
3,89,1171,1171
3,90,1179,1179
3,91,1193,1193
3,92,1213,1213
3,93,1234,1234
3,94,1262,1262
3,95,1262,1262
3,96,1271,1271
3,97,1323,1323
3,98,1369,1369
3,99,1400,1400
3,100,1397,1397
4,1,954,954
4,2,955,955
4,3,963,963
4,4,991,991
4,5,1143,1143
4,6,847,847
4,7,875,875
4,8,936,936
4,9,988,988
4,10,1046,1046
4,11,1045,1045
4,12,1095,1095
4,13,1121,1121
4,14,1171,1171
4,15,1239,1239
4,16,1288,1288
4,17,1294,1294
4,18,1296,1296
4,19,1289,1289
4,20,1299,1299
4,21,1326,1326
4,22,1347,1347
4,23,1346,1346
4,24,1342,1342
4,25,1336,1336
4,26,1332,1332
4,27,1321,1321
4,28,1311,1311
4,29,1339,1339
4,30,1359,1359
4,31,1337,1337
4,32,1354,1354
4,33,1328,1328
4,34,1313,1313
4,35,1336,1336
4,36,1295,1295
4,37,1306,1306
4,38,1296,1296
4,39,1289,1289
4,40,1282,1282
4,41,1289,1289
4,42,1273,1273
4,43,1262,1262
4,44,1260,1260
4,45,1274,1274
4,46,1249,1249
4,47,1265,1265
4,48,1259,1259
4,49,1257,1257
4,50,1250,1250
4,51,1260,1260
4,52,1241,1241
4,53,1246,1246
4,54,1276,1276
4,55,1267,1267
4,56,1287,1287
4,57,1288,1288
4,58,1276,1276
4,59,1280,1280
4,60,1289,1289
4,61,1305,1305
4,62,1271,1271
4,63,1278,1278
4,64,1270,1270
4,65,1274,1274
