"SIM","YEAR","N","N_OBS"
1,1,1006,1006
1,2,953,953
1,3,984,984
1,4,1027,1027
1,5,547,547
1,6,585,585
1,7,650,650
1,8,714,714
1,9,775,775
1,10,849,849
1,11,932,932
1,12,1019,1019
1,13,566,566
1,14,626,626
1,15,683,683
1,16,752,752
1,17,823,823
1,18,899,899
1,19,980,980
1,20,1053,1053
1,21,1040,1040
1,22,738,738
1,23,803,803
1,24,883,883
1,25,954,954
1,26,1032,1032
1,27,776,776
1,28,850,850
1,29,924,924
1,30,990,990
1,31,1082,1082
1,32,1021,1021
1,33,952,952
1,34,1028,1028
1,35,671,671
1,36,751,751
1,37,818,818
1,38,885,885
1,39,959,959
1,40,1036,1036
1,41,805,805
1,42,879,879
1,43,958,958
1,44,1035,1035
1,45,1002,1002
1,46,1081,1081
1,47,886,886
1,48,937,937
1,49,1009,1009
1,50,763,763
1,51,830,830
1,52,909,909
1,53,980,980
1,54,1049,1049
1,55,952,952
1,56,1019,1019
1,57,699,699
1,58,757,757
1,59,824,824
1,60,883,883
1,61,962,962
1,62,1026,1026
1,63,750,750
1,64,832,832
1,65,893,893
1,66,963,963
1,67,1028,1028
1,68,802,802
1,69,854,854
1,70,926,926
1,71,989,989
1,72,1076,1076
1,73,856,856
1,74,923,923
1,75,973,973
1,76,1047,1047
1,77,705,705
1,78,774,774
1,79,817,817
1,80,890,890
1,81,956,956
1,82,1036,1036
1,83,710,710
1,84,781,781
1,85,841,841
1,86,895,895
1,87,978,978
1,88,1042,1042
1,89,676,676
1,90,729,729
1,91,778,778
1,92,852,852
1,93,915,915
1,94,977,977
1,95,1063,1063
1,96,1071,1071
1,97,927,927
1,98,995,995
1,99,1091,1091
1,100,1103,1103
2,1,927,927
2,2,944,944
2,3,957,957
2,4,976,976
2,5,1123,1123
2,6,471,471
2,7,475,475
2,8,491,491
2,9,516,516
2,10,527,527
2,11,554,554
2,12,580,580
2,13,626,626
2,14,696,696
2,15,762,762
2,16,821,821
2,17,875,875
2,18,921,921
2,19,979,979
2,20,1044,1044
2,21,984,984
2,22,1069,1069
2,23,616,616
2,24,680,680
2,25,772,772
2,26,844,844
2,27,892,892
2,28,940,940
2,29,1012,1012
2,30,744,744
2,31,785,785
2,32,842,842
2,33,903,903
2,34,975,975
2,35,1028,1028
2,36,746,746
2,37,801,801
2,38,855,855
2,39,910,910
2,40,968,968
2,41,1040,1040
2,42,698,698
2,43,753,753
2,44,809,809
2,45,853,853
2,46,905,905
2,47,971,971
2,48,1051,1051
2,49,740,740
2,50,801,801
2,51,859,859
2,52,914,914
2,53,980,980
2,54,1080,1080
2,55,836,836
2,56,916,916
2,57,995,995
2,58,1101,1101
2,59,845,845
2,60,910,910
2,61,988,988
2,62,1075,1075
2,63,809,809
2,64,880,880
2,65,955,955
2,66,1057,1057
2,67,879,879
2,68,959,959
2,69,1058,1058
2,70,868,868
2,71,936,936
2,72,1040,1040
2,73,836,836
2,74,908,908
2,75,1004,1004
2,76,887,887
2,77,969,969
2,78,1063,1063
2,79,1045,1045
2,80,968,968
2,81,1059,1059
2,82,836,836
2,83,916,916
2,84,997,997
2,85,1106,1106
2,86,957,957
2,87,1049,1049
2,88,1084,1084
2,89,961,961
2,90,1046,1046
2,91,1070,1070
2,92,960,960
2,93,1061,1061
2,94,1046,1046
2,95,1021,1021
2,96,1041,1041
2,97,930,930
2,98,1016,1016
2,99,839,839
2,100,911,911
3,1,975,975
3,2,983,983
3,3,995,995
3,4,1011,1011
3,5,574,574
3,6,595,595
3,7,607,607
3,8,619,619
3,9,626,626
3,10,654,654
3,11,718,718
3,12,757,757
3,13,801,801
3,14,850,850
3,15,915,915
3,16,979,979
3,17,1040,1040
3,18,1062,1062
3,19,573,573
3,20,583,583
3,21,599,599
3,22,626,626
3,23,674,674
3,24,718,718
