"SIM","status","year"
1,TRUE,1
2,FALSE,NA
3,TRUE,8
4,TRUE,12
5,TRUE,9
6,TRUE,57
7,TRUE,61
8,TRUE,5
9,TRUE,6
10,TRUE,94
11,TRUE,88
12,TRUE,6
13,TRUE,6
14,TRUE,26
15,TRUE,61
16,TRUE,32
17,TRUE,95
18,TRUE,5
19,TRUE,4
20,FALSE,NA
21,TRUE,16
22,TRUE,6
23,FALSE,NA
24,TRUE,41
25,TRUE,6
26,TRUE,7
27,TRUE,6
28,TRUE,5
29,TRUE,43
30,TRUE,6
31,TRUE,4
32,TRUE,67
33,TRUE,4
34,TRUE,5
35,TRUE,10
36,FALSE,NA
37,TRUE,42
38,TRUE,61
39,TRUE,6
40,TRUE,7
41,FALSE,NA
42,TRUE,73
43,TRUE,5
44,TRUE,55
45,FALSE,NA
46,TRUE,5
47,TRUE,8
48,TRUE,61
49,TRUE,47
50,TRUE,6
51,TRUE,25
52,FALSE,NA
53,TRUE,4
54,TRUE,37
55,TRUE,38
56,TRUE,6
57,TRUE,6
58,FALSE,NA
59,TRUE,59
60,TRUE,12
61,TRUE,84
62,TRUE,5
63,TRUE,9
64,TRUE,3
65,TRUE,79
66,TRUE,52
67,TRUE,6
68,TRUE,17
69,FALSE,NA
70,TRUE,10
71,FALSE,NA
72,TRUE,73
73,TRUE,57
74,TRUE,89
75,TRUE,76
76,TRUE,91
77,TRUE,53
78,TRUE,37
79,TRUE,6
80,TRUE,4
81,TRUE,41
82,TRUE,6
83,FALSE,NA
84,TRUE,5
85,TRUE,67
86,TRUE,5
87,TRUE,5
88,FALSE,NA
89,TRUE,7
90,TRUE,7
91,TRUE,5
92,TRUE,72
93,TRUE,63
94,TRUE,34
95,FALSE,NA
96,FALSE,NA
97,FALSE,NA
98,TRUE,80
99,TRUE,9
100,TRUE,6
