"SIM","status","year"
1,TRUE,5
2,TRUE,3
3,TRUE,91
4,TRUE,3
5,FALSE,NA
6,TRUE,72
7,TRUE,32
8,TRUE,6
9,TRUE,4
10,TRUE,4
11,FALSE,NA
12,FALSE,NA
13,TRUE,3
14,FALSE,NA
15,FALSE,NA
16,FALSE,NA
17,FALSE,NA
18,TRUE,7
19,TRUE,3
20,TRUE,19
21,FALSE,NA
22,TRUE,3
23,TRUE,3
24,TRUE,3
25,FALSE,NA
26,TRUE,3
27,TRUE,7
28,TRUE,7
29,TRUE,4
30,TRUE,3
31,TRUE,90
32,TRUE,3
33,TRUE,3
34,TRUE,4
35,FALSE,NA
36,TRUE,4
37,TRUE,6
38,TRUE,6
39,FALSE,NA
40,TRUE,5
41,TRUE,96
42,TRUE,18
43,TRUE,4
44,TRUE,4
45,TRUE,6
46,TRUE,50
47,TRUE,3
48,TRUE,31
49,TRUE,4
50,FALSE,NA
51,TRUE,55
52,TRUE,7
53,TRUE,4
54,FALSE,NA
55,TRUE,3
56,FALSE,NA
57,TRUE,85
58,TRUE,3
59,TRUE,44
60,FALSE,NA
61,TRUE,4
62,TRUE,5
63,TRUE,6
64,TRUE,49
65,TRUE,45
66,TRUE,6
67,TRUE,3
68,TRUE,3
69,FALSE,NA
70,TRUE,2
71,TRUE,9
72,TRUE,4
73,TRUE,15
74,TRUE,6
75,TRUE,6
76,FALSE,NA
77,FALSE,NA
78,TRUE,5
79,TRUE,26
80,TRUE,3
81,TRUE,5
82,TRUE,14
83,TRUE,3
84,FALSE,NA
85,TRUE,5
86,TRUE,8
87,TRUE,3
88,FALSE,NA
89,TRUE,2
90,TRUE,7
91,TRUE,4
92,TRUE,50
93,TRUE,78
94,TRUE,6
95,FALSE,NA
96,TRUE,5
97,TRUE,3
98,TRUE,81
99,TRUE,6
100,TRUE,4
