"SIM","status","year"
1,TRUE,15
2,TRUE,22
3,TRUE,23
4,TRUE,29
5,TRUE,17
6,TRUE,35
7,TRUE,18
8,TRUE,3
9,TRUE,3
10,TRUE,6
11,TRUE,3
12,TRUE,32
13,TRUE,9
14,TRUE,29
15,TRUE,3
16,TRUE,29
17,TRUE,18
18,TRUE,40
19,TRUE,5
20,TRUE,9
21,TRUE,3
22,TRUE,13
23,TRUE,34
24,TRUE,19
25,TRUE,3
26,TRUE,16
27,TRUE,9
28,TRUE,26
29,TRUE,13
30,TRUE,18
31,TRUE,5
32,TRUE,47
33,TRUE,5
34,TRUE,22
35,TRUE,22
36,TRUE,3
37,TRUE,35
38,TRUE,31
39,TRUE,17
40,TRUE,3
41,TRUE,49
42,TRUE,3
43,TRUE,77
44,TRUE,25
45,TRUE,12
46,TRUE,14
47,TRUE,40
48,TRUE,15
49,TRUE,22
50,TRUE,3
51,TRUE,28
52,TRUE,35
53,TRUE,14
54,TRUE,20
55,TRUE,41
56,TRUE,38
57,TRUE,12
58,TRUE,6
59,TRUE,29
60,TRUE,35
61,TRUE,21
62,TRUE,56
63,TRUE,26
64,TRUE,3
65,TRUE,4
66,TRUE,4
67,TRUE,3
68,TRUE,14
69,TRUE,13
70,TRUE,3
71,TRUE,23
72,TRUE,17
73,TRUE,85
74,TRUE,10
75,TRUE,5
76,TRUE,42
77,TRUE,24
78,TRUE,18
79,TRUE,11
80,TRUE,24
81,TRUE,9
82,TRUE,20
83,TRUE,31
84,TRUE,31
85,TRUE,5
86,TRUE,53
87,TRUE,18
88,TRUE,56
89,TRUE,16
90,TRUE,42
91,TRUE,5
92,TRUE,48
93,TRUE,46
94,TRUE,3
95,TRUE,21
96,TRUE,44
97,TRUE,21
98,TRUE,26
99,TRUE,36
100,TRUE,11
