"SIM","status","year"
1,FALSE,NA
2,TRUE,75
3,TRUE,59
4,FALSE,NA
5,TRUE,53
6,TRUE,55
7,TRUE,81
8,TRUE,90
9,FALSE,NA
10,TRUE,65
11,TRUE,56
12,TRUE,80
13,TRUE,67
14,TRUE,73
15,TRUE,47
16,TRUE,76
17,TRUE,35
18,TRUE,53
19,FALSE,NA
20,TRUE,83
21,FALSE,NA
22,FALSE,NA
23,TRUE,82
24,TRUE,48
25,FALSE,NA
26,FALSE,NA
27,FALSE,NA
28,TRUE,69
29,FALSE,NA
30,FALSE,NA
31,FALSE,NA
32,FALSE,NA
33,FALSE,NA
34,FALSE,NA
35,TRUE,49
36,TRUE,48
37,FALSE,NA
38,TRUE,85
39,TRUE,25
40,TRUE,75
41,TRUE,61
42,TRUE,20
43,TRUE,50
44,FALSE,NA
45,TRUE,81
46,TRUE,77
47,FALSE,NA
48,FALSE,NA
49,TRUE,69
50,TRUE,6
51,FALSE,NA
52,FALSE,NA
53,FALSE,NA
54,TRUE,3
55,FALSE,NA
56,FALSE,NA
57,FALSE,NA
58,TRUE,96
59,TRUE,12
60,FALSE,NA
61,TRUE,56
62,FALSE,NA
63,TRUE,96
64,FALSE,NA
65,FALSE,NA
66,TRUE,61
67,FALSE,NA
68,FALSE,NA
69,TRUE,74
70,FALSE,NA
71,FALSE,NA
72,FALSE,NA
73,TRUE,86
74,FALSE,NA
75,TRUE,76
76,FALSE,NA
77,FALSE,NA
78,TRUE,44
79,TRUE,37
80,TRUE,36
81,FALSE,NA
82,TRUE,81
83,TRUE,27
84,FALSE,NA
85,FALSE,NA
86,TRUE,59
87,TRUE,25
88,TRUE,100
89,TRUE,35
90,TRUE,92
91,FALSE,NA
92,FALSE,NA
93,TRUE,79
94,TRUE,50
95,FALSE,NA
96,FALSE,NA
97,FALSE,NA
98,FALSE,NA
99,TRUE,81
100,FALSE,NA
