"SIM","status","year"
1,TRUE,38
2,FALSE,NA
3,FALSE,NA
4,TRUE,67
5,FALSE,NA
6,TRUE,25
7,FALSE,NA
8,FALSE,NA
9,FALSE,NA
10,TRUE,84
11,FALSE,NA
12,TRUE,65
13,FALSE,NA
14,FALSE,NA
15,TRUE,6
16,FALSE,NA
17,FALSE,NA
18,TRUE,56
19,TRUE,65
20,TRUE,34
21,FALSE,NA
22,FALSE,NA
23,FALSE,NA
24,FALSE,NA
25,TRUE,46
26,TRUE,78
27,TRUE,91
28,FALSE,NA
29,FALSE,NA
30,TRUE,72
31,TRUE,40
32,TRUE,89
33,TRUE,14
34,FALSE,NA
35,FALSE,NA
36,TRUE,99
37,FALSE,NA
38,TRUE,35
39,TRUE,51
40,TRUE,4
41,FALSE,NA
42,FALSE,NA
43,FALSE,NA
44,FALSE,NA
45,FALSE,NA
46,FALSE,NA
47,FALSE,NA
48,FALSE,NA
49,FALSE,NA
50,TRUE,66
51,TRUE,54
52,FALSE,NA
53,FALSE,NA
54,TRUE,70
55,FALSE,NA
56,FALSE,NA
57,FALSE,NA
58,TRUE,68
59,FALSE,NA
60,FALSE,NA
61,TRUE,25
62,TRUE,35
63,FALSE,NA
64,FALSE,NA
65,TRUE,47
66,FALSE,NA
67,FALSE,NA
68,TRUE,63
69,TRUE,71
70,FALSE,NA
71,TRUE,99
72,TRUE,94
73,FALSE,NA
74,FALSE,NA
75,FALSE,NA
76,TRUE,95
77,TRUE,52
78,FALSE,NA
79,FALSE,NA
80,FALSE,NA
81,FALSE,NA
82,FALSE,NA
83,TRUE,80
84,TRUE,47
85,FALSE,NA
86,FALSE,NA
87,TRUE,92
88,TRUE,47
89,TRUE,98
90,TRUE,6
91,FALSE,NA
92,FALSE,NA
93,FALSE,NA
94,FALSE,NA
95,TRUE,83
96,FALSE,NA
97,TRUE,61
98,FALSE,NA
99,FALSE,NA
100,TRUE,5
