"SIM","status","year"
1,FALSE,NA
2,FALSE,NA
3,FALSE,NA
4,FALSE,NA
5,FALSE,NA
6,FALSE,NA
7,TRUE,45
8,FALSE,NA
9,FALSE,NA
10,FALSE,NA
11,FALSE,NA
12,FALSE,NA
13,FALSE,NA
14,TRUE,42
15,TRUE,73
16,FALSE,NA
17,TRUE,87
18,TRUE,100
19,FALSE,NA
20,FALSE,NA
21,FALSE,NA
22,TRUE,93
23,FALSE,NA
24,FALSE,NA
25,FALSE,NA
26,TRUE,72
27,TRUE,69
28,FALSE,NA
29,TRUE,45
30,TRUE,56
31,TRUE,96
32,FALSE,NA
33,TRUE,79
34,FALSE,NA
35,TRUE,76
36,FALSE,NA
37,FALSE,NA
38,TRUE,83
39,FALSE,NA
40,TRUE,99
41,TRUE,56
42,TRUE,72
43,TRUE,88
44,TRUE,25
45,FALSE,NA
46,FALSE,NA
47,FALSE,NA
48,TRUE,67
49,FALSE,NA
50,FALSE,NA
51,TRUE,47
52,FALSE,NA
53,TRUE,65
54,FALSE,NA
55,TRUE,29
56,FALSE,NA
57,FALSE,NA
58,FALSE,NA
59,TRUE,5
60,TRUE,83
61,TRUE,6
62,FALSE,NA
63,FALSE,NA
64,FALSE,NA
65,TRUE,67
66,TRUE,60
67,TRUE,70
68,TRUE,71
69,TRUE,88
70,FALSE,NA
71,TRUE,66
72,TRUE,100
73,TRUE,54
74,TRUE,42
75,FALSE,NA
76,TRUE,78
77,FALSE,NA
78,FALSE,NA
79,TRUE,90
80,TRUE,6
81,TRUE,66
82,TRUE,85
83,FALSE,NA
84,TRUE,5
85,FALSE,NA
86,TRUE,65
87,TRUE,73
88,FALSE,NA
89,TRUE,90
90,FALSE,NA
91,TRUE,72
92,FALSE,NA
93,FALSE,NA
94,TRUE,37
95,TRUE,83
96,FALSE,NA
97,FALSE,NA
98,TRUE,86
99,FALSE,NA
100,TRUE,57
