"SIM","status","year"
1,TRUE,66
2,TRUE,81
3,TRUE,39
4,TRUE,78
5,TRUE,80
6,TRUE,38
7,TRUE,89
8,TRUE,56
9,TRUE,29
10,TRUE,76
11,TRUE,37
12,TRUE,50
13,TRUE,87
14,TRUE,81
15,TRUE,66
16,TRUE,95
17,TRUE,46
18,TRUE,68
19,TRUE,91
20,TRUE,64
21,TRUE,74
22,TRUE,86
23,TRUE,82
24,TRUE,94
25,TRUE,59
26,FALSE,NA
27,TRUE,4
28,TRUE,61
29,TRUE,45
30,TRUE,97
31,TRUE,43
32,TRUE,5
33,TRUE,61
34,TRUE,44
35,TRUE,38
36,TRUE,7
37,TRUE,78
38,TRUE,89
39,TRUE,61
40,TRUE,4
41,TRUE,17
42,TRUE,92
43,TRUE,67
44,TRUE,96
45,TRUE,9
46,TRUE,77
47,TRUE,75
48,TRUE,43
49,TRUE,73
50,TRUE,25
51,TRUE,52
52,TRUE,60
53,FALSE,NA
54,TRUE,10
55,FALSE,NA
56,FALSE,NA
57,TRUE,72
58,TRUE,74
59,TRUE,50
60,TRUE,75
61,FALSE,NA
62,TRUE,58
63,TRUE,80
64,TRUE,51
65,TRUE,78
66,TRUE,71
67,TRUE,70
68,TRUE,77
69,TRUE,53
70,TRUE,74
71,TRUE,71
72,TRUE,88
73,TRUE,58
74,TRUE,91
75,TRUE,69
76,TRUE,28
77,TRUE,78
78,FALSE,NA
79,TRUE,85
80,TRUE,42
81,TRUE,73
82,TRUE,33
83,TRUE,58
84,TRUE,70
85,TRUE,49
86,TRUE,12
87,TRUE,80
88,TRUE,53
89,TRUE,80
90,TRUE,79
91,TRUE,5
92,TRUE,63
93,TRUE,79
94,FALSE,NA
95,TRUE,35
96,TRUE,59
97,TRUE,90
98,FALSE,NA
99,TRUE,100
100,TRUE,48
