"SIM","YEAR","N","N_OBS"
1,1,939,939
1,2,950,950
1,3,901,901
1,4,912,912
1,5,1065,1065
1,6,129,129
1,7,126,126
1,8,132,132
1,9,136,136
1,10,151,151
1,11,147,147
1,12,147,147
1,13,152,152
1,14,169,169
1,15,196,196
1,16,216,216
1,17,237,237
1,18,242,242
1,19,251,251
1,20,265,265
1,21,274,274
1,22,287,287
1,23,318,318
1,24,340,340
1,25,373,373
1,26,401,401
1,27,422,422
1,28,450,450
1,29,495,495
1,30,531,531
1,31,564,564
1,32,600,600
1,33,642,642
1,34,663,663
1,35,689,689
1,36,732,732
1,37,774,774
1,38,815,815
1,39,842,842
1,40,879,879
1,41,906,906
1,42,977,977
1,43,1053,1053
1,44,74,74
1,45,80,80
1,46,84,84
1,47,84,84
1,48,84,84
1,49,74,74
1,50,74,74
1,51,74,74
1,52,78,78
1,53,88,88
1,54,88,88
1,55,95,95
1,56,94,94
1,57,94,94
1,58,84,84
1,59,70,70
1,60,72,72
1,61,67,67
1,62,54,54
1,63,43,43
1,64,26,26
1,65,16,16
1,66,14,14
1,67,16,16
1,68,10,10
1,69,11,11
1,70,9,9
1,71,2,2
1,72,NA,NA
1,73,NA,NA
1,74,NA,NA
1,75,NA,NA
1,76,NA,NA
1,77,NA,NA
1,78,NA,NA
1,79,NA,NA
1,80,NA,NA
1,81,NA,NA
1,82,NA,NA
1,83,NA,NA
1,84,NA,NA
1,85,NA,NA
1,86,NA,NA
1,87,NA,NA
1,88,NA,NA
1,89,NA,NA
1,90,NA,NA
1,91,NA,NA
1,92,NA,NA
1,93,NA,NA
1,94,NA,NA
1,95,NA,NA
1,96,NA,NA
1,97,NA,NA
1,98,NA,NA
1,99,NA,NA
1,100,NA,NA
2,1,974,974
2,2,975,975
2,3,987,987
2,4,1036,1036
2,5,80,80
2,6,82,82
2,7,75,75
2,8,68,68
2,9,67,67
2,10,64,64
2,11,57,57
2,12,55,55
2,13,49,49
2,14,39,39
2,15,41,41
2,16,32,32
2,17,32,32
2,18,23,23
2,19,28,28
2,20,25,25
2,21,22,22
2,22,24,24
2,23,21,21
2,24,23,23
2,25,23,23
2,26,27,27
2,27,31,31
2,28,33,33
2,29,30,30
2,30,29,29
2,31,30,30
2,32,35,35
2,33,33,33
2,34,28,28
2,35,20,20
2,36,15,15
2,37,17,17
2,38,15,15
2,39,15,15
2,40,15,15
2,41,10,10
2,42,7,7
2,43,NA,NA
2,44,NA,NA
2,45,NA,NA
2,46,NA,NA
2,47,NA,NA
2,48,NA,NA
