"SIM","YEAR","N","N_OBS"
1,1,949,949
1,2,959,959
1,3,979,979
1,4,1000,1000
1,5,1145,1145
1,6,353,353
1,7,364,364
1,8,387,387
1,9,422,422
1,10,498,498
1,11,541,541
1,12,571,571
1,13,612,612
1,14,677,677
1,15,759,759
1,16,831,831
1,17,929,929
1,18,981,981
1,19,1028,1028
1,20,300,300
1,21,310,310
1,22,336,336
1,23,371,371
1,24,437,437
1,25,467,467
1,26,505,505
1,27,535,535
1,28,584,584
1,29,646,646
1,30,702,702
1,31,790,790
1,32,870,870
1,33,920,920
1,34,963,963
1,35,994,994
1,36,1038,1038
1,37,402,402
1,38,424,424
1,39,455,455
1,40,466,466
1,41,488,488
1,42,521,521
1,43,575,575
1,44,637,637
1,45,725,725
1,46,794,794
1,47,846,846
1,48,882,882
1,49,917,917
1,50,954,954
1,51,998,998
1,52,1067,1067
1,53,391,391
1,54,420,420
1,55,450,450
1,56,484,484
1,57,551,551
1,58,600,600
1,59,665,665
1,60,738,738
1,61,802,802
1,62,828,828
1,63,852,852
1,64,881,881
1,65,927,927
1,66,986,986
1,67,1061,1061
1,68,367,367
1,69,391,391
1,70,426,426
1,71,469,469
1,72,521,521
1,73,577,577
1,74,649,649
1,75,695,695
1,76,741,741
1,77,780,780
1,78,802,802
1,79,829,829
1,80,861,861
1,81,914,914
1,82,982,982
1,83,1052,1052
1,84,494,494
1,85,527,527
1,86,583,583
1,87,628,628
1,88,680,680
1,89,716,716
1,90,746,746
1,91,756,756
1,92,784,784
1,93,810,810
1,94,875,875
1,95,933,933
1,96,1002,1002
1,97,633,633
1,98,669,669
1,99,692,692
1,100,711,711
2,1,968,968
2,2,988,988
2,3,1027,1027
2,4,284,284
2,5,342,342
2,6,379,379
2,7,414,414
2,8,468,468
2,9,514,514
2,10,552,552
2,11,605,605
2,12,640,640
2,13,680,680
2,14,725,725
2,15,784,784
2,16,862,862
2,17,927,927
2,18,981,981
2,19,1062,1062
2,20,448,448
2,21,479,479
2,22,508,508
2,23,537,537
2,24,581,581
2,25,615,615
2,26,655,655
2,27,707,707
2,28,785,785
2,29,854,854
2,30,915,915
2,31,975,975
2,32,1071,1071
2,33,285,285
2,34,327,327
2,35,361,361
2,36,404,404
2,37,429,429
2,38,460,460
2,39,492,492
2,40,538,538
2,41,572,572
2,42,608,608
2,43,663,663
2,44,727,727
2,45,801,801
2,46,848,848
2,47,899,899
2,48,982,982
2,49,1063,1063
2,50,426,426
2,51,447,447
2,52,488,488
2,53,516,516
2,54,541,541
2,55,574,574
2,56,643,643
2,57,698,698
2,58,771,771
2,59,817,817
2,60,886,886
2,61,970,970
2,62,1046,1046
2,63,303,303
2,64,324,324
2,65,340,340
2,66,347,347
2,67,378,378
2,68,407,407
2,69,442,442
2,70,470,470
2,71,508,508
2,72,551,551
2,73,603,603
2,74,660,660
2,75,691,691
2,76,729,729
2,77,777,777
2,78,838,838
2,79,889,889
2,80,957,957
2,81,1044,1044
2,82,430,430
2,83,455,455
2,84,490,490
2,85,544,544
2,86,599,599
2,87,645,645
2,88,675,675
2,89,711,711
2,90,781,781
2,91,835,835
2,92,892,892
2,93,967,967
2,94,1055,1055
2,95,232,232
2,96,248,248
2,97,270,270
2,98,289,289
2,99,311,311
2,100,319,319
3,1,1033,1033
3,2,935,935
3,3,995,995
3,4,1079,1079
3,5,272,272
3,6,297,297
3,7,325,325
3,8,356,356
3,9,399,399
3,10,447,447
3,11,473,473
3,12,501,501
3,13,535,535
3,14,579,579
3,15,604,604
3,16,634,634
3,17,679,679
3,18,762,762
3,19,854,854
3,20,959,959
3,21,1064,1064
3,22,216,216
3,23,236,236
3,24,259,259
3,25,291,291
3,26,323,323
3,27,368,368
3,28,387,387
3,29,411,411
3,30,439,439
3,31,474,474
3,32,506,506
3,33,525,525
3,34,552,552
3,35,582,582
3,36,636,636
3,37,727,727
3,38,806,806
3,39,904,904
3,40,1016,1016
3,41,316,316
3,42,341,341
3,43,353,353
3,44,370,370
3,45,387,387
3,46,409,409
3,47,439,439
3,48,457,457
3,49,468,468
3,50,489,489
3,51,517,517
3,52,571,571
3,53,651,651
3,54,733,733
3,55,819,819
3,56,923,923
3,57,1026,1026
3,58,129,129
3,59,142,142
3,60,159,159
3,61,180,180
3,62,198,198
3,63,221,221
3,64,241,241
3,65,266,266
3,66,277,277
3,67,284,284
3,68,298,298
3,69,318,318
3,70,343,343
3,71,363,363
3,72,375,375
3,73,389,389
3,74,406,406
3,75,443,443
3,76,488,488
3,77,558,558
3,78,638,638
3,79,712,712
3,80,806,806
3,81,886,886
3,82,983,983
3,83,1072,1072
3,84,398,398
3,85,448,448
3,86,514,514
3,87,577,577
3,88,647,647
3,89,727,727
3,90,805,805
3,91,864,864
3,92,958,958
3,93,1050,1050
3,94,502,502
3,95,546,546
3,96,594,594
3,97,664,664
3,98,740,740
3,99,809,809
3,100,875,875
4,1,968,968
4,2,966,966
4,3,968,968
4,4,993,993
4,5,1148,1148
4,6,332,332
4,7,335,335
4,8,358,358
4,9,372,372
4,10,380,380
4,11,389,389
4,12,398,398
4,13,412,412
4,14,453,453
4,15,483,483
4,16,514,514
4,17,537,537
4,18,561,561
4,19,589,589
4,20,627,627
4,21,681,681
4,22,745,745
4,23,798,798
4,24,849,849
4,25,905,905
4,26,967,967
4,27,1033,1033
4,28,404,404
4,29,425,425
4,30,449,449
4,31,461,461
4,32,491,491
4,33,522,522
4,34,558,558
4,35,603,603
4,36,655,655
4,37,710,710
4,38,757,757
4,39,801,801
4,40,854,854
4,41,911,911
4,42,976,976
4,43,1034,1034
4,44,274,274
4,45,286,286
4,46,301,301
4,47,329,329
4,48,351,351
4,49,372,372
4,50,397,397
4,51,417,417
4,52,441,441
4,53,469,469
4,54,500,500
4,55,547,547
4,56,588,588
4,57,636,636
4,58,678,678
4,59,724,724
4,60,774,774
4,61,821,821
4,62,869,869
4,63,921,921
4,64,990,990
4,65,1054,1054
4,66,325,325
4,67,357,357
4,68,387,387
4,69,417,417
4,70,443,443
4,71,481,481
4,72,523,523
4,73,566,566
4,74,600,600
4,75,633,633
4,76,673,673
4,77,707,707
4,78,751,751
4,79,783,783
4,80,831,831
4,81,886,886
4,82,956,956
4,83,1023,1023
4,84,386,386
4,85,421,421
4,86,465,465
4,87,495,495
4,88,539,539
4,89,568,568
4,90,590,590
4,91,631,631
4,92,666,666
4,93,697,697
4,94,728,728
4,95,776,776
4,96,821,821
4,97,884,884
4,98,944,944
4,99,1018,1018
4,100,433,433
5,1,943,943
5,2,960,960
5,3,956,956
5,4,970,970
5,5,1111,1111
5,6,335,335
5,7,342,342
5,8,374,374
5,9,395,395
5,10,404,404
5,11,424,424
5,12,439,439
5,13,461,461
5,14,479,479
5,15,498,498
5,16,545,545
5,17,607,607
5,18,658,658
5,19,708,708
5,20,765,765
5,21,801,801
5,22,839,839
5,23,855,855
5,24,898,898
5,25,932,932
5,26,987,987
5,27,1066,1066
5,28,343,343
5,29,361,361
5,30,383,383
5,31,395,395
5,32,427,427
5,33,456,456
5,34,504,504
5,35,568,568
5,36,616,616
5,37,660,660
5,38,719,719
5,39,759,759
5,40,781,781
5,41,807,807
5,42,848,848
5,43,902,902
5,44,965,965
5,45,1024,1024
5,46,507,507
5,47,540,540
5,48,578,578
5,49,604,604
5,50,647,647
5,51,682,682
5,52,708,708
5,53,730,730
5,54,747,747
5,55,788,788
5,56,842,842
5,57,898,898
5,58,959,959
5,59,1030,1030
5,60,387,387
5,61,435,435
5,62,478,478
5,63,507,507
5,64,539,539
5,65,581,581
5,66,624,624
5,67,647,647
5,68,667,667
5,69,679,679
5,70,709,709
5,71,762,762
5,72,808,808
5,73,865,865
5,74,917,917
5,75,980,980
5,76,1053,1053
5,77,618,618
5,78,653,653
5,79,669,669
5,80,701,701
5,81,745,745
5,82,789,789
5,83,841,841
5,84,909,909
5,85,980,980
5,86,1041,1041
5,87,503,503
5,88,531,531
5,89,551,551
5,90,580,580
5,91,595,595
5,92,618,618
5,93,649,649
5,94,690,690
5,95,723,723
5,96,775,775
5,97,813,813
5,98,874,874
5,99,936,936
5,100,1001,1001
6,1,989,989
6,2,1008,1008
6,3,246,246
6,4,249,249
6,5,287,287
6,6,311,311
6,7,319,319
6,8,338,338
6,9,357,357
6,10,377,377
6,11,408,408
6,12,433,433
6,13,458,458
6,14,487,487
6,15,523,523
6,16,588,588
6,17,634,634
6,18,681,681
6,19,733,733
6,20,794,794
6,21,851,851
6,22,920,920
6,23,983,983
6,24,1030,1030
6,25,206,206
6,26,222,222
6,27,244,244
6,28,263,263
6,29,275,275
6,30,287,287
6,31,308,308
6,32,334,334
6,33,362,362
6,34,377,377
6,35,398,398
6,36,431,431
6,37,480,480
6,38,533,533
6,39,552,552
6,40,616,616
6,41,664,664
6,42,709,709
6,43,763,763
6,44,823,823
6,45,883,883
6,46,933,933
6,47,982,982
6,48,1059,1059
6,49,378,378
6,50,403,403
6,51,439,439
6,52,484,484
6,53,509,509
6,54,565,565
6,55,607,607
6,56,634,634
6,57,682,682
6,58,744,744
6,59,797,797
6,60,833,833
6,61,871,871
6,62,915,915
6,63,982,982
6,64,1080,1080
6,65,434,434
6,66,458,458
6,67,495,495
6,68,535,535
6,69,585,585
6,70,630,630
6,71,686,686
6,72,733,733
6,73,777,777
6,74,813,813
6,75,849,849
6,76,903,903
6,77,984,984
6,78,1086,1086
6,79,540,540
6,80,572,572
6,81,618,618
6,82,664,664
6,83,705,705
6,84,753,753
6,85,789,789
