"SIM","YEAR","N","N_OBS"
1,1,1025,1025
1,2,763,763
1,3,810,810
1,4,860,860
1,5,998,998
1,6,1080,1080
1,7,677,677
1,8,751,751
1,9,810,810
1,10,884,884
1,11,954,954
1,12,1047,1047
1,13,579,579
1,14,655,655
1,15,735,735
1,16,808,808
1,17,861,861
1,18,933,933
1,19,1020,1020
1,20,730,730
1,21,787,787
1,22,851,851
1,23,928,928
1,24,1016,1016
1,25,723,723
1,26,779,779
1,27,851,851
1,28,924,924
1,29,1031,1031
1,30,612,612
1,31,670,670
1,32,737,737
1,33,807,807
1,34,872,872
1,35,950,950
1,36,1075,1075
1,37,837,837
1,38,916,916
1,39,1040,1040
1,40,781,781
1,41,860,860
1,42,952,952
1,43,1077,1077
1,44,850,850
1,45,944,944
1,46,1063,1063
1,47,848,848
1,48,950,950
1,49,1079,1079
1,50,906,906
1,51,1031,1031
1,52,796,796
1,53,869,869
1,54,998,998
1,55,1112,1112
1,56,947,947
1,57,1050,1050
1,58,879,879
1,59,1007,1007
1,60,795,795
1,61,879,879
1,62,1019,1019
1,63,899,899
1,64,1022,1022
1,65,809,809
1,66,918,918
1,67,1035,1035
1,68,870,870
1,69,985,985
1,70,1070,1070
1,71,828,828
1,72,929,929
1,73,1027,1027
1,74,834,834
1,75,934,934
1,76,1036,1036
1,77,823,823
1,78,921,921
1,79,1012,1012
1,80,866,866
1,81,971,971
1,82,1018,1018
1,83,863,863
1,84,952,952
1,85,1007,1007
1,86,855,855
1,87,938,938
1,88,1007,1007
1,89,853,853
1,90,927,927
1,91,991,991
1,92,1056,1056
1,93,915,915
1,94,970,970
1,95,1031,1031
1,96,818,818
1,97,897,897
1,98,948,948
1,99,1004,1004
1,100,732,732
2,1,1028,1028
2,2,772,772
2,3,799,799
2,4,829,829
2,5,974,974
2,6,1043,1043
2,7,743,743
2,8,791,791
2,9,836,836
2,10,900,900
2,11,988,988
2,12,1098,1098
2,13,820,820
2,14,879,879
2,15,964,964
2,16,1058,1058
2,17,645,645
2,18,671,671
2,19,722,722
2,20,777,777
2,21,837,837
2,22,908,908
2,23,1011,1011
2,24,738,738
2,25,793,793
2,26,844,844
2,27,918,918
