"SIM","status","year"
1,FALSE,NA
2,FALSE,NA
3,TRUE,1
4,FALSE,NA
5,TRUE,100
6,TRUE,4
7,FALSE,NA
8,FALSE,NA
9,TRUE,99
10,TRUE,56
11,FALSE,NA
12,TRUE,32
13,FALSE,NA
14,TRUE,92
15,FALSE,NA
16,FALSE,NA
17,TRUE,98
18,FALSE,NA
19,TRUE,65
20,FALSE,NA
21,TRUE,82
22,FALSE,NA
23,TRUE,5
24,TRUE,73
25,TRUE,91
26,FALSE,NA
27,TRUE,6
28,TRUE,61
29,TRUE,53
30,TRUE,56
31,TRUE,25
32,FALSE,NA
33,FALSE,NA
34,TRUE,68
35,FALSE,NA
36,FALSE,NA
37,FALSE,NA
38,FALSE,NA
39,FALSE,NA
40,FALSE,NA
41,TRUE,99
42,FALSE,NA
43,FALSE,NA
44,TRUE,86
45,TRUE,84
46,FALSE,NA
47,TRUE,67
48,FALSE,NA
49,FALSE,NA
50,TRUE,65
51,TRUE,47
52,FALSE,NA
53,FALSE,NA
54,TRUE,47
55,FALSE,NA
56,TRUE,88
57,TRUE,23
58,TRUE,75
59,TRUE,46
60,FALSE,NA
61,TRUE,3
62,TRUE,48
63,FALSE,NA
64,FALSE,NA
65,TRUE,60
66,TRUE,42
67,FALSE,NA
68,FALSE,NA
69,TRUE,31
70,TRUE,81
71,FALSE,NA
72,FALSE,NA
73,TRUE,55
74,TRUE,92
75,FALSE,NA
76,FALSE,NA
77,FALSE,NA
78,TRUE,91
79,TRUE,27
80,FALSE,NA
81,FALSE,NA
82,TRUE,4
83,TRUE,95
84,FALSE,NA
85,FALSE,NA
86,FALSE,NA
87,FALSE,NA
88,TRUE,5
89,TRUE,95
90,FALSE,NA
91,FALSE,NA
92,TRUE,34
93,TRUE,23
94,TRUE,76
95,TRUE,100
96,FALSE,NA
97,TRUE,10
98,FALSE,NA
99,FALSE,NA
100,FALSE,NA
