"SIM","status","year"
1,TRUE,10
2,FALSE,NA
3,TRUE,25
4,TRUE,77
5,TRUE,35
6,TRUE,63
7,TRUE,6
8,TRUE,14
9,TRUE,6
10,TRUE,83
11,TRUE,26
12,TRUE,76
13,TRUE,5
14,TRUE,6
15,TRUE,6
16,FALSE,NA
17,TRUE,6
18,TRUE,7
19,FALSE,NA
20,TRUE,6
21,TRUE,51
22,TRUE,52
23,TRUE,66
24,TRUE,86
25,TRUE,3
26,TRUE,6
27,TRUE,6
28,TRUE,6
29,TRUE,7
30,TRUE,30
31,FALSE,NA
32,TRUE,4
33,TRUE,78
34,TRUE,4
35,TRUE,64
36,TRUE,38
37,TRUE,6
38,TRUE,78
39,TRUE,4
40,TRUE,71
41,TRUE,8
42,FALSE,NA
43,TRUE,11
44,TRUE,98
45,TRUE,89
46,TRUE,6
47,TRUE,5
48,FALSE,NA
49,TRUE,86
50,TRUE,6
51,TRUE,27
52,TRUE,23
53,TRUE,7
54,TRUE,85
55,TRUE,6
56,TRUE,5
57,TRUE,5
58,TRUE,4
59,FALSE,NA
60,TRUE,6
61,TRUE,6
62,TRUE,14
63,FALSE,NA
64,TRUE,38
65,TRUE,7
66,TRUE,51
67,TRUE,32
68,TRUE,6
69,FALSE,NA
70,TRUE,6
71,TRUE,6
72,FALSE,NA
73,TRUE,6
74,TRUE,6
75,TRUE,8
76,TRUE,90
77,TRUE,36
78,TRUE,49
79,FALSE,NA
80,FALSE,NA
81,TRUE,84
82,TRUE,9
83,TRUE,10
84,FALSE,NA
85,TRUE,77
86,TRUE,98
87,TRUE,5
88,TRUE,68
89,TRUE,4
90,TRUE,67
91,TRUE,5
92,TRUE,56
93,TRUE,24
94,TRUE,17
95,TRUE,30
96,TRUE,77
97,FALSE,NA
98,TRUE,28
99,TRUE,28
100,TRUE,47
