"SIM","status","year"
1,TRUE,46
2,FALSE,NA
3,TRUE,50
4,TRUE,44
5,FALSE,NA
6,TRUE,87
7,TRUE,1
8,TRUE,74
9,FALSE,NA
10,FALSE,NA
11,TRUE,64
12,TRUE,6
13,FALSE,NA
14,TRUE,60
15,FALSE,NA
16,FALSE,NA
17,FALSE,NA
18,FALSE,NA
19,FALSE,NA
20,TRUE,37
21,FALSE,NA
22,TRUE,68
23,TRUE,30
24,FALSE,NA
25,FALSE,NA
26,FALSE,NA
27,FALSE,NA
28,TRUE,96
29,FALSE,NA
30,TRUE,94
31,TRUE,93
32,TRUE,37
33,FALSE,NA
34,TRUE,33
35,TRUE,6
36,FALSE,NA
37,TRUE,97
38,TRUE,57
39,TRUE,34
40,FALSE,NA
41,TRUE,84
42,FALSE,NA
43,TRUE,46
44,FALSE,NA
45,FALSE,NA
46,FALSE,NA
47,FALSE,NA
48,TRUE,44
49,TRUE,24
50,TRUE,100
51,FALSE,NA
52,FALSE,NA
53,FALSE,NA
54,FALSE,NA
55,FALSE,NA
56,FALSE,NA
57,FALSE,NA
58,TRUE,43
59,FALSE,NA
60,TRUE,34
61,TRUE,58
62,FALSE,NA
63,TRUE,70
64,FALSE,NA
65,FALSE,NA
66,FALSE,NA
67,TRUE,83
68,FALSE,NA
69,FALSE,NA
70,TRUE,96
71,FALSE,NA
72,TRUE,90
73,TRUE,100
74,FALSE,NA
75,FALSE,NA
76,TRUE,24
77,TRUE,81
78,TRUE,60
79,TRUE,8
80,FALSE,NA
81,TRUE,91
82,FALSE,NA
83,FALSE,NA
84,TRUE,85
85,FALSE,NA
86,FALSE,NA
87,FALSE,NA
88,FALSE,NA
89,TRUE,81
90,FALSE,NA
91,TRUE,69
92,TRUE,58
93,FALSE,NA
94,FALSE,NA
95,TRUE,37
96,FALSE,NA
97,FALSE,NA
98,TRUE,92
99,FALSE,NA
100,TRUE,44
