"SIM","YEAR","N","N_OBS"
1,1,1001,1001
1,2,794,794
1,3,815,815
1,4,825,825
1,5,963,963
1,6,1008,1008
1,7,448,448
1,8,510,510
1,9,563,563
1,10,632,632
1,11,687,687
1,12,740,740
1,13,793,793
1,14,836,836
1,15,913,913
1,16,991,991
1,17,1056,1056
1,18,833,833
1,19,912,912
1,20,975,975
1,21,1037,1037
1,22,688,688
1,23,727,727
1,24,773,773
1,25,833,833
1,26,899,899
1,27,962,962
1,28,1027,1027
1,29,631,631
1,30,674,674
1,31,712,712
1,32,744,744
1,33,798,798
1,34,860,860
1,35,929,929
1,36,996,996
1,37,1064,1064
1,38,1062,1062
1,39,725,725
1,40,784,784
1,41,845,845
1,42,924,924
1,43,979,979
1,44,1046,1046
1,45,1028,1028
1,46,898,898
1,47,933,933
1,48,990,990
1,49,1071,1071
1,50,984,984
1,51,1046,1046
1,52,651,651
1,53,698,698
1,54,759,759
1,55,817,817
1,56,883,883
1,57,934,934
1,58,1011,1011
1,59,704,704
1,60,773,773
1,61,813,813
1,62,867,867
1,63,922,922
1,64,990,990
1,65,1036,1036
1,66,765,765
1,67,809,809
1,68,859,859
1,69,908,908
1,70,975,975
1,71,1023,1023
1,72,730,730
1,73,774,774
1,74,811,811
1,75,850,850
1,76,910,910
1,77,965,965
1,78,1007,1007
1,79,913,913
1,80,950,950
1,81,999,999
1,82,1054,1054
1,83,887,887
1,84,943,943
1,85,991,991
1,86,1023,1023
1,87,620,620
1,88,662,662
1,89,710,710
1,90,757,757
1,91,797,797
1,92,855,855
1,93,912,912
1,94,948,948
1,95,986,986
1,96,1023,1023
1,97,958,958
1,98,997,997
1,99,1025,1025
1,100,949,949
2,1,634,634
2,2,649,649
2,3,674,674
2,4,722,722
2,5,842,842
2,6,884,884
2,7,947,947
2,8,1027,1027
2,9,444,444
2,10,461,461
2,11,478,478
2,12,488,488
2,13,498,498
2,14,499,499
2,15,507,507
2,16,516,516
2,17,520,520
2,18,538,538
2,19,563,563
2,20,590,590
2,21,648,648
2,22,695,695
2,23,738,738
2,24,792,792
2,25,848,848
2,26,930,930
2,27,1020,1020
2,28,892,892
2,29,982,982
2,30,1109,1109
2,31,1017,1017
2,32,1050,1050
2,33,972,972
2,34,1071,1071
2,35,806,806
2,36,880,880
2,37,980,980
2,38,1087,1087
2,39,787,787
2,40,854,854
2,41,950,950
2,42,1060,1060
2,43,1083,1083
2,44,835,835
2,45,915,915
2,46,1032,1032
2,47,753,753
2,48,812,812
2,49,881,881
2,50,998,998
2,51,1070,1070
2,52,981,981
2,53,1053,1053
2,54,1020,1020
2,55,911,911
2,56,993,993
2,57,1054,1054
2,58,1003,1003
2,59,1047,1047
2,60,935,935
2,61,1011,1011
2,62,976,976
2,63,1024,1024
2,64,914,914
2,65,987,987
2,66,1053,1053
2,67,942,942
2,68,996,996
2,69,1056,1056
2,70,783,783
2,71,859,859
2,72,930,930
2,73,985,985
2,74,1034,1034
2,75,990,990
2,76,1038,1038
2,77,698,698
2,78,756,756
2,79,824,824
2,80,918,918
2,81,978,978
2,82,1024,1024
2,83,1019,1019
2,84,1002,1002
2,85,1052,1052
2,86,1020,1020
2,87,1006,1006
2,88,1070,1070
2,89,652,652
2,90,708,708
2,91,786,786
2,92,873,873
2,93,927,927
2,94,970,970
2,95,1035,1035
2,96,1041,1041
2,97,982,982
2,98,1043,1043
2,99,948,948
2,100,1010,1010
3,1,1000,1000
3,2,991,991
3,3,1036,1036
3,4,284,284
3,5,331,331
3,6,323,323
3,7,324,324
3,8,323,323
3,9,330,330
3,10,344,344
3,11,361,361
3,12,392,392
3,13,433,433
3,14,465,465
3,15,521,521
3,16,589,589
3,17,647,647
3,18,710,710
3,19,788,788
3,20,868,868
3,21,930,930
3,22,1001,1001
3,23,895,895
3,24,967,967
3,25,1035,1035
3,26,671,671
3,27,737,737
3,28,780,780
3,29,834,834
3,30,880,880
3,31,947,947
3,32,1016,1016
3,33,626,626
3,34,688,688
3,35,743,743
3,36,796,796
3,37,844,844
3,38,916,916
3,39,982,982
3,40,1051,1051
3,41,1082,1082
3,42,815,815
3,43,861,861
3,44,915,915
3,45,984,984
3,46,1063,1063
3,47,1065,1065
3,48,834,834
3,49,908,908
3,50,983,983
3,51,1076,1076
3,52,770,770
3,53,808,808
3,54,884,884
3,55,951,951
3,56,1040,1040
3,57,977,977
3,58,1046,1046
3,59,879,879
3,60,933,933
3,61,1027,1027
3,62,960,960
3,63,1034,1034
3,64,755,755
3,65,827,827
3,66,887,887
3,67,951,951
3,68,1013,1013
3,69,760,760
3,70,831,831
3,71,898,898
3,72,975,975
3,73,1069,1069
3,74,1038,1038
3,75,957,957
3,76,1043,1043
3,77,716,716
3,78,771,771
3,79,819,819
3,80,888,888
3,81,960,960
3,82,1035,1035
3,83,954,954
3,84,1036,1036
3,85,995,995
3,86,1075,1075
3,87,1099,1099
3,88,852,852
3,89,904,904
3,90,1001,1001
3,91,953,953
3,92,1044,1044
3,93,1041,1041
3,94,1037,1037
3,95,971,971
3,96,1047,1047
3,97,1035,1035
3,98,999,999
3,99,1077,1077
3,100,819,819
4,1,1029,1029
4,2,770,770
4,3,803,803
4,4,873,873
4,5,1045,1045
4,6,500,500
4,7,524,524
4,8,551,551
4,9,579,579
4,10,604,604
4,11,636,636
4,12,667,667
4,13,701,701
4,14,749,749
4,15,808,808
4,16,873,873
4,17,940,940
4,18,1028,1028
4,19,737,737
4,20,799,799
4,21,875,875
4,22,932,932
4,23,1019,1019
4,24,1029,1029
4,25,916,916
4,26,991,991
4,27,1071,1071
4,28,765,765
4,29,829,829
4,30,896,896
4,31,984,984
4,32,1056,1056
4,33,741,741
4,34,813,813
4,35,881,881
4,36,964,964
4,37,1037,1037
4,38,919,919
4,39,997,997
4,40,1063,1063
4,41,703,703
4,42,749,749
4,43,811,811
4,44,888,888
4,45,961,961
4,46,1018,1018
4,47,746,746
4,48,815,815
4,49,890,890
4,50,947,947
4,51,1024,1024
4,52,970,970
4,53,1028,1028
4,54,1006,1006
4,55,1057,1057
4,56,710,710
4,57,768,768
4,58,838,838
4,59,894,894
4,60,960,960
4,61,1038,1038
4,62,1014,1014
4,63,999,999
4,64,1064,1064
4,65,899,899
4,66,954,954
4,67,1003,1003
4,68,969,969
4,69,1017,1017
4,70,1012,1012
4,71,998,998
4,72,1061,1061
4,73,687,687
4,74,747,747
4,75,801,801
4,76,856,856
4,77,912,912
4,78,960,960
4,79,1030,1030
4,80,887,887
4,81,949,949
4,82,1012,1012
4,83,738,738
4,84,792,792
4,85,867,867
4,86,918,918
4,87,969,969
4,88,1037,1037
4,89,933,933
4,90,999,999
4,91,1048,1048
4,92,664,664
4,93,722,722
4,94,752,752
4,95,801,801
4,96,852,852
4,97,905,905
4,98,954,954
4,99,1002,1002
4,100,1036,1036
5,1,969,969
5,2,970,970
5,3,1004,1004
5,4,629,629
5,5,727,727
5,6,754,754
5,7,813,813
5,8,860,860
5,9,887,887
5,10,923,923
5,11,982,982
5,12,1038,1038
5,13,529,529
5,14,558,558
5,15,578,578
5,16,609,609
5,17,641,641
5,18,674,674
5,19,710,710
5,20,764,764
5,21,823,823
5,22,863,863
5,23,895,895
5,24,940,940
5,25,986,986
5,26,1052,1052
5,27,737,737
5,28,771,771
5,29,811,811
5,30,828,828
5,31,849,849
5,32,896,896
5,33,951,951
5,34,997,997
5,35,1056,1056
5,36,618,618
5,37,665,665
5,38,713,713
5,39,767,767
5,40,789,789
5,41,803,803
5,42,850,850
5,43,889,889
5,44,933,933
5,45,987,987
5,46,1023,1023
5,47,637,637
5,48,672,672
5,49,713,713
5,50,735,735
5,51,748,748
5,52,767,767
5,53,812,812
5,54,850,850
5,55,881,881
5,56,929,929
5,57,970,970
5,58,989,989
5,59,1040,1040
5,60,659,659
5,61,687,687
5,62,698,698
5,63,712,712
5,64,732,732
5,65,772,772
5,66,808,808
5,67,842,842
5,68,890,890
5,69,929,929
5,70,950,950
5,71,1001,1001
5,72,880,880
5,73,913,913
5,74,922,922
5,75,960,960
5,76,1015,1015
5,77,1001,1001
5,78,1045,1045
5,79,730,730
5,80,770,770
5,81,826,826
5,82,876,876
5,83,903,903
5,84,942,942
5,85,984,984
5,86,1037,1037
5,87,997,997
5,88,1060,1060
5,89,1011,1011
5,90,1032,1032
5,91,1007,1007
5,92,1072,1072
5,93,786,786
5,94,822,822
5,95,856,856
5,96,901,901
5,97,957,957
5,98,1015,1015
5,99,728,728
5,100,755,755
6,1,919,919
6,2,912,912
6,3,879,879
6,4,873,873
6,5,1004,1004
6,6,298,298
6,7,302,302
6,8,304,304
6,9,316,316
6,10,332,332
6,11,363,363
6,12,386,386
6,13,410,410
6,14,427,427
6,15,457,457
6,16,501,501
6,17,556,556
6,18,588,588
6,19,614,614
6,20,659,659
6,21,717,717
6,22,762,762
6,23,796,796
6,24,835,835
6,25,863,863
6,26,902,902
6,27,929,929
6,28,963,963
6,29,1000,1000
6,30,1028,1028
6,31,669,669
6,32,710,710
6,33,743,743
6,34,798,798
6,35,822,822
6,36,846,846
6,37,862,862
6,38,891,891
6,39,923,923
6,40,973,973
6,41,994,994
6,42,1034,1034
6,43,824,824
6,44,850,850
6,45,907,907
6,46,966,966
6,47,1018,1018
6,48,684,684
6,49,707,707
6,50,745,745
6,51,769,769
6,52,805,805
6,53,838,838
6,54,853,853
6,55,897,897
6,56,938,938
6,57,975,975
6,58,1048,1048
6,59,1035,1035
6,60,898,898
6,61,970,970
6,62,1049,1049
6,63,743,743
6,64,770,770
6,65,816,816
6,66,858,858
6,67,918,918
6,68,973,973
6,69,1017,1017
6,70,685,685
6,71,720,720
6,72,777,777
6,73,810,810
6,74,846,846
6,75,881,881
6,76,916,916
6,77,976,976
6,78,1057,1057
6,79,1059,1059
6,80,944,944
6,81,1027,1027
6,82,743,743
6,83,790,790
6,84,837,837
6,85,891,891
6,86,956,956
6,87,1021,1021
6,88,985,985
6,89,1051,1051
6,90,717,717
6,91,763,763
6,92,810,810
6,93,849,849
6,94,899,899
6,95,964,964
6,96,1031,1031
6,97,1058,1058
6,98,963,963
6,99,1026,1026
6,100,978,978
7,1,1002,1002
7,2,983,983
7,3,999,999
7,4,1018,1018
7,5,375,375
7,6,390,390
7,7,420,420
7,8,467,467
7,9,505,505
7,10,547,547
7,11,598,598
7,12,639,639
7,13,683,683
7,14,738,738
7,15,775,775
7,16,813,813
7,17,850,850
7,18,904,904
7,19,966,966
7,20,1010,1010
7,21,689,689
7,22,734,734
7,23,772,772
7,24,802,802
7,25,850,850
