"SIM","status","year"
1,FALSE,NA
2,FALSE,NA
3,TRUE,2
4,FALSE,NA
5,TRUE,66
6,TRUE,2
7,TRUE,27
8,TRUE,92
9,TRUE,98
10,TRUE,61
11,TRUE,85
12,TRUE,61
13,TRUE,98
14,TRUE,65
15,TRUE,54
16,TRUE,41
17,TRUE,85
18,TRUE,69
19,FALSE,NA
20,TRUE,60
21,TRUE,85
22,FALSE,NA
23,TRUE,2
24,FALSE,NA
25,TRUE,63
26,FALSE,NA
27,FALSE,NA
28,FALSE,NA
29,FALSE,NA
30,FALSE,NA
31,FALSE,NA
32,TRUE,2
33,TRUE,2
34,TRUE,71
35,TRUE,55
36,FALSE,NA
37,TRUE,2
38,TRUE,77
39,FALSE,NA
40,TRUE,47
41,FALSE,NA
42,FALSE,NA
43,TRUE,56
44,FALSE,NA
45,TRUE,83
46,TRUE,99
47,FALSE,NA
48,FALSE,NA
49,FALSE,NA
50,TRUE,91
51,TRUE,2
52,FALSE,NA
53,TRUE,86
54,FALSE,NA
55,TRUE,87
56,TRUE,2
57,TRUE,77
58,TRUE,39
59,TRUE,98
60,FALSE,NA
61,TRUE,80
62,FALSE,NA
63,FALSE,NA
64,FALSE,NA
65,FALSE,NA
66,FALSE,NA
67,FALSE,NA
68,TRUE,86
69,TRUE,100
70,FALSE,NA
71,TRUE,93
72,FALSE,NA
73,FALSE,NA
74,TRUE,36
75,FALSE,NA
76,TRUE,80
77,FALSE,NA
78,FALSE,NA
79,FALSE,NA
80,TRUE,2
81,FALSE,NA
82,FALSE,NA
83,TRUE,55
84,TRUE,77
85,FALSE,NA
86,TRUE,96
87,TRUE,86
88,FALSE,NA
89,TRUE,80
90,FALSE,NA
91,FALSE,NA
92,FALSE,NA
93,TRUE,93
94,TRUE,2
95,TRUE,82
96,TRUE,83
97,FALSE,NA
98,FALSE,NA
99,TRUE,1
100,TRUE,31
