"SIM","status","year"
1,TRUE,6
2,TRUE,51
3,TRUE,7
4,TRUE,33
5,TRUE,44
6,TRUE,37
7,TRUE,4
8,TRUE,56
9,TRUE,74
10,TRUE,87
11,TRUE,7
12,TRUE,89
13,TRUE,93
14,TRUE,44
15,FALSE,NA
16,TRUE,61
17,TRUE,65
18,TRUE,4
19,TRUE,49
20,TRUE,42
21,TRUE,22
22,TRUE,56
23,FALSE,NA
24,FALSE,NA
25,FALSE,NA
26,TRUE,52
27,TRUE,57
28,FALSE,NA
29,TRUE,93
30,TRUE,29
31,TRUE,91
32,TRUE,78
33,FALSE,NA
34,FALSE,NA
35,TRUE,67
36,TRUE,5
37,TRUE,4
38,TRUE,86
39,TRUE,50
40,TRUE,3
41,TRUE,91
42,TRUE,90
43,TRUE,22
44,TRUE,4
45,FALSE,NA
46,TRUE,75
47,TRUE,3
48,TRUE,71
49,FALSE,NA
50,TRUE,77
51,TRUE,6
52,TRUE,43
53,TRUE,87
54,TRUE,8
55,TRUE,74
56,FALSE,NA
57,TRUE,46
58,TRUE,82
59,TRUE,64
60,TRUE,92
61,FALSE,NA
62,FALSE,NA
63,TRUE,80
64,FALSE,NA
65,TRUE,70
66,TRUE,71
67,TRUE,26
68,TRUE,49
69,FALSE,NA
70,TRUE,3
71,FALSE,NA
72,TRUE,35
73,TRUE,9
74,TRUE,73
75,TRUE,91
76,TRUE,52
77,TRUE,65
78,FALSE,NA
79,TRUE,30
80,TRUE,59
81,TRUE,6
82,FALSE,NA
83,TRUE,30
84,TRUE,7
85,TRUE,68
86,FALSE,NA
87,TRUE,79
88,TRUE,4
89,TRUE,25
90,TRUE,19
91,FALSE,NA
92,TRUE,8
93,TRUE,70
94,TRUE,72
95,TRUE,29
96,TRUE,72
97,FALSE,NA
98,TRUE,94
99,TRUE,36
100,TRUE,4
