"SIM","YEAR","usr","yld","bud","scares","kills","castr","crops","feeds","helps","noact"
1,9,7,19968.0755199996,4242.06328639787,199,10,0,172,0,0,0
1,9,8,0,9,0,0,0,0,0,0,0
1,10,1,2764.20352,453.478078342026,55,0,0,1,0,0,0
1,10,2,2773.93248,696.704370722759,8,0,0,4,0,0,0
1,10,3,2772.28544,587.160635336181,28,0,0,38,0,0,0
1,10,4,2742.56582400001,321.691817611029,21,0,0,18,0,0,0
1,10,5,2762.56800000001,217.805533900258,24,0,0,22,0,0,0
1,10,6,2780.07473920001,874.851693617596,48,0,0,37,0,0,0
1,10,7,19943.3795199995,3364.84903426363,207,0,0,217,0,0,0
1,10,8,0,9,0,0,0,0,0,0,0
1,11,1,2748.18720000001,672.735989185514,41,0,0,4,0,0,0
1,11,2,2764.93568000001,549.751864985297,23,0,0,46,0,0,0
1,11,3,2760.64224,769.934648413159,28,0,0,30,0,0,0
1,11,4,2732.29670400001,549.669408161647,15,0,0,17,0,0,0
1,11,5,2751.33152000001,579.748532725988,14,0,0,7,0,0,0
1,11,6,2778.94833920001,793.900451172017,36,0,0,51,0,0,0
1,11,7,19901.2080639993,3641.3419280305,178,0,0,154,0,0,4
1,11,8,0,9,0,0,0,0,0,0,0
1,12,1,2737.26240000001,468.581170390974,0,44,0,23,0,0,0
1,12,2,2750.45568000001,475.498655933828,0,37,0,17,0,0,0
1,12,3,2751.796928,711.400928052573,0,28,0,48,0,0,0
1,12,4,2720.05510400001,845.867146023702,0,32,0,22,0,0,0
1,12,5,2740.96326400001,352.937905941299,0,24,0,33,0,0,0
1,12,6,2775.87441920001,576.993774817623,0,40,0,39,0,0,0
1,12,7,19857.8850559992,2572.02425023833,0,184,0,180,0,0,0
1,12,8,0,9,0,0,0,0,0,0,0
1,13,1,2731.72640000001,1078.67616218726,5,0,0,41,0,0,0
1,13,2,2750.50336000001,463.622659808332,2,0,0,45,0,0,0
1,13,3,2749.60710400001,388.689733081393,19,0,0,50,0,0,0
1,13,4,2720.45638400001,725.062988282937,14,0,0,69,0,0,0
1,13,5,2738.27334400001,445.467090698108,1,0,0,34,0,0,0
1,13,6,2777.58481920001,659.252046489867,4,0,0,53,0,0,0
1,13,7,19829.2358527992,2872.22243212209,102,0,0,145,0,0,0
1,13,8,0,9,0,0,0,0,0,0,0
1,14,1,2718.87289600001,743.720660388076,101,0,0,6,0,0,0
1,14,2,2741.19104000001,561.49332291266,27,0,0,19,0,0,0
1,14,3,2743.06310400001,404.811452021799,14,0,0,24,0,0,0
1,14,4,2714.58758400001,222.889143819475,39,0,0,33,0,0,0
1,14,5,2730.94956800001,279.497137798566,22,0,0,22,0,0,0
1,14,6,2773.51089920001,944.646748650322,41,0,0,24,0,0,0
1,14,7,19803.2633113591,5316.70381729559,143,0,0,144,0,0,0
1,14,8,0,9,0,0,0,0,0,0,0
1,15,1,2722.50009600001,617.413699131606,0,0,0,74,0,0,0
1,15,2,2740.69593600001,639.838586272971,0,0,0,56,0,0,0
1,15,3,2743.34310400001,388.828983377721,0,0,0,40,0,0,0
1,15,4,2705.99878400001,494.576754117065,0,0,0,22,0,0,0
1,15,5,2726.05676800001,365.081004708411,0,0,0,27,0,0,0
1,15,6,2784.01201920001,302.385583583938,0,0,0,94,0,0,0
1,15,7,19773.500303359,2554.9231688043,197,9,0,174,0,0,17
1,15,8,0,9,0,0,0,0,0,0,0
1,16,1,2708.43744000001,471.078169398572,55,0,0,6,0,0,0
1,16,2,2736.66073600001,494.151863922568,33,0,0,30,0,0,0
1,16,3,2731.90880000001,489.654954002165,24,0,0,14,0,0,0
1,16,4,2693.32225536001,751.011051011156,29,0,0,20,0,0,0
1,16,5,2712.30387200001,892.950630224094,24,0,0,12,0,0,0
1,16,6,2774.02961920001,392.822603987297,23,0,0,7,0,0,0
1,16,7,19739.007247359,7749.44316990051,125,0,0,130,0,0,0
1,16,8,0,9,0,0,0,0,0,0,0
1,17,1,2705.24134400001,288.396124191989,0,0,0,47,0,0,0
1,17,2,2732.85107200001,273.447997014673,0,0,0,49,0,0,0
1,17,3,2729.48153600001,188.814899767893,0,0,0,48,0,0,0
1,17,4,2691.20781056001,342.814738140087,0,0,0,75,0,0,0
1,17,5,2715.321472,683.868575359298,0,0,0,89,0,0,0
1,17,6,2769.30065920001,1040.59125171064,0,0,0,39,0,0,0
1,17,7,19723.1230873589,5689.09165117614,230,23,0,272,0,0,1
1,17,8,0,9,0,0,0,0,0,0,0
1,18,1,2687.81414400001,455.414990292778,28,0,0,0,0,0,0
1,18,2,2721.06451200001,220.906393245956,6,0,0,21,0,0,0
1,18,3,2712.18937600001,472.935081228329,14,0,0,4,0,0,0
1,18,4,2676.51434752001,333.875762996699,17,0,0,17,0,0,0
1,18,5,2704.182592,432.193686450708,29,0,0,39,0,0,0
1,18,6,2761.13777920001,1005.82013278668,63,0,0,41,0,0,0
1,18,7,19715.1152025589,3953.10307262801,254,6,0,240,0,0,0
1,18,8,0,9,0,0,0,0,0,0,0
1,19,1,2675.44556800001,558.975920974185,0,24,0,21,0,0,0
1,19,2,2702.50425600001,242.305124022165,0,9,0,13,0,0,0
1,19,3,2694.00792320001,541.234273416567,0,23,0,24,0,0,0
1,19,4,2659.54834432001,872.639662505426,0,20,0,13,0,0,0
1,19,5,2691.51239936001,567.614428424108,0,19,0,24,0,0,0
1,19,6,2759.36305920001,646.87167054261,0,56,0,44,0,0,0
1,19,7,19698.4124825588,8409.47450263733,0,188,0,207,0,0,0
1,19,8,0,9,0,0,0,0,0,0,0
1,20,1,2661.81388800001,316.85550239218,41,0,0,14,0,0,0
1,20,2,2685.38109440001,632.256148579942,16,0,0,8,0,0,0
1,20,3,2680.08081920001,245.206297807879,23,0,0,31,0,0,0
1,20,4,2652.26367232001,433.00663873058,33,0,0,54,0,0,0
1,20,5,2684.49607936001,268.646492814832,34,0,0,22,0,0,0
1,20,6,2757.53809920001,505.926121428591,41,0,0,23,0,0,0
1,20,7,19729.6502425587,2270.75875194369,270,27,0,266,0,0,6
1,20,8,0,9,0,0,0,0,0,0,0
1,21,1,2644.75636736001,1164.4332597789,29,0,0,2,0,0,0
1,21,2,2667.05544960001,524.293820676239,32,0,0,31,0,0,0
1,21,3,2664.51441920001,458.796554990451,13,0,0,11,0,0,0
1,21,4,2640.10111232001,417.616900825071,21,0,0,22,0,0,0
1,21,5,2673.44134656001,759.740939170981,12,0,0,14,0,0,0
1,21,6,2755.36811520001,479.852570044775,21,0,0,29,0,0,0
1,21,7,19729.4943001587,4937.02251699265,112,0,0,115,0,0,0
1,21,8,0,9,0,0,0,0,0,0,0
1,22,1,2649.99444736001,340.20975612722,0,0,0,116,0,0,0
1,22,2,2656.09187584001,447.61036420948,0,0,0,52,0,0,0
1,22,3,2655.96706508802,493.327578407469,0,0,0,45,0,0,0
1,22,4,2628.95480832001,628.718760453252,0,0,0,41,0,0,0
1,22,5,2672.21702656001,299.058713506553,0,0,0,75,0,0,0
1,22,6,2756.15723520001,662.169294108649,0,0,0,47,0,0,0
1,22,7,19756.0369535986,2693.28478554946,76,1,0,240,0,0,0
1,22,8,0,9,0,0,0,0,0,0,0
1,23,1,2635.74431692801,386.058932476557,0,0,0,34,0,0,0
1,23,2,2643.72637184001,563.781131302196,0,0,0,44,0,0,0
1,23,3,2643.43194828801,231.527674451738,0,0,0,49,0,0,0
1,23,4,2622.89409792001,583.456490096978,0,0,0,62,0,0,0
1,23,5,2661.79302656001,322.256720773224,0,0,0,29,0,0,0
1,23,6,2758.16108800001,715.911877919204,0,0,0,66,0,0,0
1,23,7,19762.9420697586,4172.64116490138,38,0,0,178,0,0,0
1,23,8,0,9,0,0,0,0,0,0,0
1,24,1,2621.57617612801,376.439506076412,0,0,0,38,0,0,0
1,24,2,2629.47101184001,635.296793606934,0,0,0,56,0,0,0
1,24,3,2624.49092311041,610.860862968131,0,0,0,23,0,0,0
1,24,4,2609.80929792001,529.416852240987,0,0,0,58,0,0,0
1,24,5,2652.45785856001,350.491777748342,0,0,0,32,0,0,0
1,24,6,2759.95750400001,1072.47851563776,0,0,0,71,0,0,0
1,24,7,19766.7392363505,2538.54751309839,190,0,0,170,0,0,0
1,24,8,0,9,0,0,0,0,0,0,0
1,25,1,2601.92753612801,481.358914534594,0,18,0,19,0,0,0
1,25,2,2607.70704384001,284.956866195914,0,30,0,33,0,0,0
1,25,3,2602.17700311041,618.869255490173,0,32,0,29,0,0,0
1,25,4,2589.06312192001,705.606901064686,0,24,0,28,0,0,0
1,25,5,2638.06144256001,531.511982019516,0,23,0,12,0,0,0
1,25,6,2756.42291200001,340.640881818041,0,60,0,47,0,0,0
1,25,7,19755.5417451505,1921.52347503946,0,147,0,106,0,0,0
1,25,8,0,9,0,0,0,0,0,0,0
1,26,1,2592.62264012801,619.965583644091,0,0,0,48,0,0,0
1,26,2,2586.56463104001,356.389025120627,0,0,0,28,0,0,0
1,26,3,2589.49796311041,471.975277238711,6,0,0,55,0,0,0
1,26,4,2579.96004352001,303.449346134309,15,0,0,54,0,0,0
1,26,5,2632.54560256001,536.39784758656,11,0,0,41,0,0,0
1,26,6,2757.64371200001,472.609503960911,0,0,0,34,0,0,0
1,26,7,19768.6360939505,4261.73916004244,67,0,0,118,0,0,0
1,26,8,0,9,0,0,0,0,0,0,0
1,27,1,2572.13182412801,589.794789413905,58,0,0,3,0,0,0
1,27,2,2562.80518144001,655.10847658279,24,0,0,11,0,0,0
1,27,3,2569.25476311041,512.531346472058,24,0,0,23,0,0,0
1,27,4,2562.50687232001,348.820892391768,28,0,0,2,0,0,0
1,27,5,2622.11740160001,680.514400609143,26,0,0,27,0,0,0
1,27,6,2755.42163200001,586.435272283454,24,0,0,23,0,0,0
1,27,7,19815.4109470705,6668.84501725825,196,0,0,230,0,0,0
1,27,8,0,9,0,0,0,0,0,0,0
1,28,1,2562.64190412802,1043.36983318773,0,0,0,58,0,0,0
1,28,2,2547.31201701889,907.130234857979,0,0,0,65,0,0,0
1,28,3,2551.28036311041,401.045730520019,0,0,0,51,0,0,0
1,28,4,2549.48987136001,735.743228079676,0,0,0,34,0,0,0
1,28,5,2619.87356160001,722.901495049893,0,0,0,68,0,0,0
1,28,6,2758.96947200001,353.882437232008,0,0,0,58,0,0,0
1,28,7,19862.7073950705,7021.63981031897,103,0,0,356,0,0,0
1,28,8,0,9,0,0,0,0,0,0,0
1,29,1,2563.62294732802,529.647574181805,0,0,0,104,0,0,0
1,29,2,2535.76132005889,604.872625509351,0,0,0,90,0,0,0
1,29,3,2536.01890869249,260.491181054917,0,0,0,40,0,0,0
1,29,4,2539.02035456001,814.462970694942,0,0,0,73,0,0,0
1,29,5,2615.92979507201,332.646929247325,0,0,0,72,0,0,0
1,29,6,2756.00028160002,499.27753351658,0,0,0,35,0,0,0
1,29,7,19903.3010613233,3231.79894881488,236,0,0,277,0,0,0
1,29,8,0,9,0,0,0,0,0,0,0
1,30,1,2539.48201932802,229.309186838473,0,28,0,24,0,0,0
1,30,2,2506.34364581889,306.652670552477,0,41,0,19,0,0,0
1,30,3,2511.66176115099,512.909296891905,0,12,0,14,0,0,0
1,30,4,2519.44848322561,542.095771503125,0,52,0,29,0,0,0
1,30,5,2595.78899763201,575.797178018563,0,20,0,13,0,0,0
1,30,6,2746.50268160001,386.514908492871,0,24,0,25,0,0,0
1,30,7,19921.4009197553,3680.60729880093,0,174,0,149,0,0,0
1,30,8,0,9,0,0,0,0,0,0,0
1,31,1,2518.01453209602,655.784239327765,22,0,0,0,0,0,0
1,31,2,2487.67107545089,355.68498551848,6,0,0,24,0,0,0
1,31,3,2493.42068595099,497.720188180912,17,0,0,34,0,0,0
1,31,4,2501.90452305921,363.781800423173,33,0,0,21,0,0,0
1,31,5,2585.36408883201,466.479787132218,33,0,0,24,0,0,0
1,31,6,2738.00541440002,564.412308598675,24,0,0,14,0,0,0
1,31,7,19968.4411940849,2489.87386810762,174,0,0,193,0,0,0
1,31,8,0,9,0,0,0,0,0,0,0
1,32,1,2494.70064742402,1152.19559884602,56,0,0,9,0,0,0
1,32,2,2462.65255641089,344.347036409697,23,0,0,12,0,0,0
1,32,3,2471.34949235099,952.267095519569,23,0,0,26,0,0,0
1,32,4,2484.56156702721,358.012324859064,22,0,0,14,0,0,0
1,32,5,2574.44166963201,373.437403275807,18,0,0,28,0,0,0
1,32,6,2734.02909440002,458.520989127821,34,0,0,22,0,0,0
1,32,7,19991.4867723248,3727.02104407125,122,0,0,126,0,0,0
1,32,8,0,9,0,0,0,0,0,0,0
1,33,1,2494.27645480962,705.306274842589,0,0,0,115,0,0,0
1,33,2,2440.38980784128,181.514308755798,0,0,0,34,0,0,0
1,33,3,2458.83493798299,201.521220515315,0,0,0,95,0,0,0
1,33,4,2470.39721041921,390.435731224612,0,0,0,35,0,0,0
1,33,5,2563.14418483201,651.857827152201,0,0,0,37,0,0,0
1,33,6,2735.38671616002,657.74549038932,0,0,0,45,0,0,0
1,33,7,20025.8106675184,4285.95784047062,47,0,0,198,0,0,0
1,33,8,0,9,0,0,0,0,0,0,0
1,34,1,2476.32719206401,685.547230262198,0,29,0,41,0,0,0
1,34,2,2413.85019772929,313.605819327811,0,4,0,14,0,0,0
1,34,3,2428.39383974299,431.562147390419,0,18,0,2,0,0,0
1,34,4,2454.72871761921,418.890681853241,0,20,0,19,0,0,0
1,34,5,2547.35756083201,233.153995516944,0,41,0,24,0,0,0
1,34,6,2733.09505536002,298.180142284178,0,24,0,41,0,0,0
1,34,7,20037.9986099184,6156.03725082415,11,182,0,170,0,0,0
1,34,8,0,9,0,0,0,0,0,0,0
1,35,1,2456.69719142401,598.029933753683,45,0,0,23,0,0,0
1,35,2,2387.21760892929,640.234246921969,24,0,0,7,0,0,0
1,35,3,2403.46298301318,336.143168603647,20,0,0,23,0,0,0
1,35,4,2441.91518801921,868.067937562239,13,0,0,28,0,0,0
1,35,5,2536.95214643201,556.451558605997,16,0,0,7,0,0,0
1,35,6,2729.10465536002,693.951893285804,11,0,0,18,0,0,0
1,35,7,20118.0021117322,2684.40932875628,276,6,0,270,0,0,0
1,35,8,0,9,0,0,0,0,0,0,0
1,36,1,2431.51308040193,489.730159038019,57,0,0,2,0,0,0
1,36,2,2366.81837019137,855.65936713837,33,0,0,31,0,0,0
1,36,3,2379.89437629318,751.640122292394,13,0,0,20,0,0,0
1,36,4,2425.7724675072,558.709567050776,39,0,0,47,0,0,0
1,36,5,2527.75650365441,388.401548583541,41,0,0,14,0,0,0
1,36,6,2734.14721536002,735.850120594011,12,0,0,57,0,0,0
1,36,7,20156.6493668541,3543.39625974464,127,0,0,141,0,0,0
1,36,8,0,9,0,0,0,0,0,0,0
1,37,1,2407.36938760193,241.223690909344,48,0,0,0,0,0,0
1,37,2,2351.72168206336,197.017404127888,33,0,0,52,0,0,0
1,37,3,2360.95068871558,505.736634195622,41,0,0,34,0,0,0
1,37,4,2414.8389558272,334.652646572191,9,0,0,46,0,0,0
1,37,5,2516.52424765441,557.783638009992,24,0,0,14,0,0,0
1,37,6,2733.58992640002,1089.15342586105,40,0,0,33,0,0,0
1,37,7,20197.44680941,1714.65485560915,178,0,0,176,0,0,0
1,37,8,0,9,0,0,0,0,0,0,0
1,38,1,2384.00593160192,390.190142086702,0,14,0,10,0,0,0
1,38,2,2325.79402469376,330.028124892933,0,12,0,7,0,0,0
1,38,3,2338.88863687558,401.856449236772,0,35,0,15,0,0,0
1,38,4,2393.3970968576,377.467164424741,0,20,0,13,0,0,0
1,38,5,2504.37147965441,500.566596686453,0,41,0,14,0,0,0
1,38,6,2734.67248640002,229.317763359953,0,62,0,46,0,0,0
1,38,7,20190.6175291539,1912.04722999846,0,85,0,86,0,0,0
1,38,8,0,9,0,0,0,0,0,0,0
1,39,1,2367.16805384192,322.724438143438,17,0,0,22,0,0,0
1,39,2,2301.95977395897,979.656518446246,22,0,0,11,0,0,0
1,39,3,2322.66019783558,976.942277550701,20,0,0,20,0,0,0
1,39,4,2381.92261365761,404.100006638782,9,0,0,28,0,0,0
1,39,5,2502.51105085441,419.237015814916,9,0,0,41,0,0,0
1,39,6,2732.54154240002,619.289773417422,6,0,0,16,0,0,0
1,39,7,20192.0387027337,3727.41146241984,91,0,0,100,0,0,0
1,39,8,0,9,0,0,0,0,0,0,0
1,40,1,2347.33176625152,358.77299579518,23,0,0,9,0,0,0
1,40,2,2290.00180608697,477.2010660377,53,0,0,44,0,0,0
1,40,3,2308.12708244358,461.008199975418,59,0,0,38,0,0,0
1,40,4,2368.74957568,361.021864689568,25,0,0,15,0,0,0
1,40,5,2492.86273085441,837.015028672506,28,0,0,13,0,0,0
1,40,6,2732.97588480002,732.785929162296,18,0,0,43,0,0,0
1,40,7,20209.9672050155,4177.32776168075,156,3,0,171,0,0,0
1,40,8,0,9,0,0,0,0,0,0,0
1,41,1,2331.41200943104,419.53055447425,0,0,0,35,0,0,0
1,41,2,2279.90166832825,309.776983556113,0,0,0,47,0,0,0
1,41,3,2299.7955766567,431.211499444891,0,0,0,46,0,0,0
1,41,4,2360.2621423616,546.82775855497,0,0,0,36,0,0,0
1,41,5,2498.94505021441,250.699078829932,0,0,0,83,0,0,0
1,41,6,2740.08635136002,319.591235806015,0,0,0,73,0,0,0
1,41,7,20223.9761396811,3539.6874902658,0,126,0,153,0,0,0
1,41,8,0,9,0,0,0,0,0,0,0
1,42,1,2314.55315451904,592.107158063341,9,0,0,32,0,0,0
1,42,2,2256.55075702456,721.555435397022,7,0,0,23,0,0,0
1,42,3,2287.9133771047,554.741878359756,0,0,0,43,0,0,0
1,42,4,2345.8492271616,505.583482162466,24,0,0,28,0,0,0
1,42,5,2490.65535037441,293.041997847054,0,0,0,25,0,0,0
1,42,6,2734.32719360002,844.312779446994,8,0,0,23,0,0,0
1,42,7,20225.9640677886,7000.73450360495,176,0,0,160,0,0,0
1,42,8,0,9,0,0,0,0,0,0,0
1,43,1,2297.60075771904,168.295372774125,0,30,0,29,0,0,0
1,43,2,2232.09047751967,555.318149896044,0,39,0,33,0,0,0
1,43,3,2270.1739547943,152.885697200364,0,27,0,28,0,0,0
1,43,4,2336.38548006913,266.748514581672,0,9,0,41,0,0,0
1,43,5,2476.53623713793,190.719545562601,0,16,0,13,0,0,0
1,43,6,2732.03279360002,610.001308844384,0,40,0,44,0,0,0
1,43,7,20278.5077391256,2207.72826792657,6,346,0,316,0,0,0
1,43,8,0,9,0,0,0,0,0,0,0
1,44,1,2275.09575471104,427.223387879169,2,0,0,14,0,0,0
1,44,2,2212.81212659056,635.009878428176,22,0,0,33,0,0,0
1,44,3,2255.1574864167,235.247533307171,3,0,0,12,0,0,0
1,44,4,2323.83879112704,400.424826794308,12,0,0,14,0,0,0
1,44,5,2465.48347092993,624.952328519704,7,0,0,12,0,0,0
1,44,6,2731.12550144002,542.099423306155,38,0,0,23,0,0,0
1,44,7,20307.8798628596,4777.2997952648,109,0,0,111,0,0,0
1,44,8,0,9,0,0,0,0,0,0,0
1,45,1,2262.88027570586,587.238538586858,0,0,0,42,0,0,0
1,45,2,2199.86558964138,207.916557685165,0,0,0,63,0,0,0
1,45,3,2239.0611341607,630.248532444434,0,0,0,23,0,0,0
1,45,4,2309.25124952064,643.535425151508,0,0,0,40,0,0,0
1,45,5,2469.55790600193,764.927921394522,0,0,0,62,0,0,0
1,45,6,2738.02167808002,482.781707711707,0,0,0,54,0,0,0
1,45,7,20395.7878760098,3692.86445530244,174,0,0,216,0,0,0
1,45,8,0,9,0,0,0,0,0,0,0
1,46,1,2243.26205927834,877.925571354855,56,0,0,2,0,0,0
1,46,2,2175.84700506538,408.554529473607,8,0,0,12,0,0,0
1,46,3,2222.4390183207,314.524379395611,40,0,0,23,0,0,0
1,46,4,2298.38845179904,418.423775663668,22,0,0,42,0,0,0
1,46,5,2458.41642299393,555.039686066992,28,0,0,48,0,0,0
1,46,6,2736.67879424002,584.382774409898,25,0,0,23,0,0,0
1,46,7,20464.9840199495,3541.5705021305,166,0,0,203,0,0,0
1,46,8,0,9,0,0,0,0,0,0,0
1,47,1,2236.26482981274,233.446292558962,0,0,0,87,0,0,0
1,47,2,2158.80384264618,325.904572002829,0,0,0,40,0,0,0
1,47,3,2204.2505684263,302.494107416211,0,0,0,31,0,0,0
1,47,4,2284.07202414592,414.900783133015,0,0,0,41,0,0,0
1,47,5,2452.45881403394,488.844005563246,0,0,0,55,0,0,0
1,47,6,2740.50239744002,455.171834582262,0,0,0,58,0,0,0
1,47,7,20537.6408824576,2414.81467147935,70,0,0,186,0,0,0
1,47,8,0,9,0,0,0,0,0,0,0
1,48,1,2215.57504620954,685.706228738443,0,6,0,17,0,0,0
1,48,2,2136.68792850858,543.326126543249,0,11,0,21,0,0,0
1,48,3,2180.6725726503,274.601376911033,0,23,0,7,0,0,0
1,48,4,2266.39712008192,403.508355237474,0,27,0,14,0,0,0
1,48,5,2441.89461573634,843.862805032922,0,22,0,26,0,0,0
1,48,6,2736.19330304002,417.248368270854,0,16,0,29,0,0,0
1,48,7,20541.4627812095,6022.9526448442,0,123,0,118,0,0,0
1,48,8,0,9,0,0,0,0,0,0,0
1,49,1,2200.99806859674,400.56704940274,36,0,0,32,0,0,0
1,49,2,2117.19633316266,473.671853061842,21,0,0,33,0,0,0
1,49,3,2154.58235741062,383.567166283089,24,0,0,3,0,0,0
1,49,4,2250.61058107392,538.787915607566,24,0,0,16,0,0,0
1,49,5,2434.87396882434,324.929892106837,44,0,0,40,0,0,0
1,49,6,2730.47442432002,295.805480078103,27,0,0,14,0,0,0
1,49,7,20620.1769859551,3015.75388540194,327,0,0,275,0,0,0
1,49,8,0,9,0,0,0,0,0,0,0
1,50,1,2185.54508204442,392.60141667321,0,0,0,40,0,0,0
1,50,2,2104.00289783808,521.493252006387,0,0,0,47,0,0,0
1,50,3,2132.41168965485,497.104917075237,0,0,0,38,0,0,0
1,50,4,2240.93500294759,395.892002370442,0,0,0,53,0,0,0
1,50,5,2426.75925829634,447.907288865819,0,0,0,32,0,0,0
1,50,6,2726.75379404802,284.291123889888,0,0,0,29,0,0,0
1,50,7,20666.820294879,3254.28715032595,85,0,0,147,0,0,0
1,50,8,0,9,0,0,0,0,0,0,0
1,51,1,2165.24115116442,353.779721393263,0,17,0,22,0,0,0
1,51,2,2083.17227309056,526.437329819885,0,23,0,29,0,0,0
1,51,3,2110.7282924775,623.663272187891,0,23,0,26,0,0,0
1,51,4,2220.19090812519,383.977426476348,0,16,0,23,0,0,0
1,51,5,2412.65299781634,473.41927761691,0,27,0,17,0,0,0
1,51,6,2715.56155084802,485.525127985938,0,17,0,11,0,0,0
1,51,7,20705.634024671,4446.93229868716,0,152,0,173,0,0,0
1,51,8,0,9,0,0,0,0,0,0,0
1,52,1,2150.21626489242,425.469733804382,1,0,0,34,0,0,0
1,52,2,2069.32002599171,365.421298214972,6,0,0,46,0,0,0
1,52,3,2097.99630797062,385.935008527494,0,0,0,62,0,0,0
1,52,4,2208.51739414119,406.220625977456,0,0,0,38,0,0,0
1,52,5,2404.66154565634,243.24509317096,3,0,0,44,0,0,0
1,52,6,2716.16570009602,609.059934801805,0,0,0,48,0,0,0
1,52,7,20810.9301812416,2985.57408792265,199,0,0,225,0,0,0
