"SIM","status","year"
1,FALSE,NA
2,FALSE,NA
3,FALSE,NA
4,FALSE,NA
5,FALSE,NA
6,FALSE,NA
7,TRUE,75
8,FALSE,NA
9,FALSE,NA
10,FALSE,NA
11,FALSE,NA
12,FALSE,NA
13,FALSE,NA
14,FALSE,NA
15,FALSE,NA
16,FALSE,NA
17,TRUE,63
18,FALSE,NA
19,FALSE,NA
20,TRUE,58
21,FALSE,NA
22,TRUE,64
23,FALSE,NA
24,FALSE,NA
25,FALSE,NA
26,FALSE,NA
27,FALSE,NA
28,TRUE,65
29,FALSE,NA
30,TRUE,76
31,FALSE,NA
32,FALSE,NA
33,FALSE,NA
34,FALSE,NA
35,FALSE,NA
36,FALSE,NA
37,FALSE,NA
38,FALSE,NA
39,FALSE,NA
40,FALSE,NA
41,FALSE,NA
42,FALSE,NA
43,FALSE,NA
44,FALSE,NA
45,FALSE,NA
46,FALSE,NA
47,FALSE,NA
48,TRUE,67
49,TRUE,78
50,FALSE,NA
51,FALSE,NA
52,FALSE,NA
53,TRUE,79
54,TRUE,91
55,FALSE,NA
56,FALSE,NA
57,FALSE,NA
58,TRUE,82
59,FALSE,NA
60,TRUE,79
61,FALSE,NA
62,FALSE,NA
63,FALSE,NA
64,FALSE,NA
65,FALSE,NA
66,FALSE,NA
67,FALSE,NA
68,FALSE,NA
69,FALSE,NA
70,FALSE,NA
71,TRUE,97
72,FALSE,NA
73,FALSE,NA
74,FALSE,NA
75,FALSE,NA
76,TRUE,88
77,FALSE,NA
78,FALSE,NA
79,TRUE,71
80,FALSE,NA
81,TRUE,71
82,TRUE,59
83,FALSE,NA
84,FALSE,NA
85,TRUE,76
86,FALSE,NA
87,FALSE,NA
88,FALSE,NA
89,FALSE,NA
90,FALSE,NA
91,TRUE,61
92,FALSE,NA
93,FALSE,NA
94,FALSE,NA
95,TRUE,50
96,FALSE,NA
97,FALSE,NA
98,FALSE,NA
99,FALSE,NA
100,FALSE,NA
