"SIM","status","year"
1,TRUE,34
2,TRUE,36
3,TRUE,93
4,FALSE,NA
5,TRUE,71
6,TRUE,66
7,TRUE,70
8,TRUE,16
9,TRUE,25
10,TRUE,97
11,TRUE,37
12,TRUE,27
13,TRUE,83
14,TRUE,44
15,TRUE,66
16,TRUE,48
17,TRUE,60
18,TRUE,71
19,TRUE,18
20,TRUE,29
21,TRUE,48
22,TRUE,99
23,TRUE,83
24,FALSE,NA
25,TRUE,60
26,TRUE,29
27,TRUE,54
28,TRUE,42
29,TRUE,68
30,TRUE,25
31,FALSE,NA
32,TRUE,28
33,TRUE,56
34,TRUE,57
35,TRUE,88
36,TRUE,53
37,FALSE,NA
38,TRUE,76
39,TRUE,81
40,FALSE,NA
41,TRUE,37
42,TRUE,52
43,TRUE,78
44,FALSE,NA
45,TRUE,82
46,TRUE,33
47,TRUE,63
48,FALSE,NA
49,FALSE,NA
50,TRUE,88
51,FALSE,NA
52,TRUE,37
53,TRUE,44
54,TRUE,40
55,TRUE,80
56,TRUE,76
57,TRUE,6
58,TRUE,91
59,TRUE,75
60,TRUE,80
61,TRUE,91
62,TRUE,81
63,TRUE,1
64,TRUE,64
65,TRUE,51
66,TRUE,91
67,TRUE,46
68,FALSE,NA
69,FALSE,NA
70,TRUE,4
71,TRUE,62
72,TRUE,46
73,TRUE,44
74,FALSE,NA
75,TRUE,48
76,TRUE,40
77,TRUE,79
78,TRUE,44
79,TRUE,68
80,FALSE,NA
81,TRUE,64
82,TRUE,47
83,TRUE,66
84,TRUE,58
85,TRUE,47
86,TRUE,74
87,TRUE,58
88,TRUE,65
89,TRUE,52
90,TRUE,54
91,TRUE,40
92,TRUE,48
93,TRUE,44
94,TRUE,76
95,TRUE,34
96,FALSE,NA
97,FALSE,NA
98,TRUE,53
99,FALSE,NA
100,TRUE,57
