"SIM","YEAR","N","N_OBS"
1,1,981,981
1,2,1021,1021
1,3,14,14
1,4,14,14
1,5,15,15
1,6,14,14
1,7,11,11
1,8,11,11
1,9,10,10
1,10,10,10
1,11,10,10
1,12,9,9
1,13,9,9
1,14,10,10
1,15,13,13
1,16,13,13
1,17,14,14
1,18,17,17
1,19,15,15
1,20,12,12
1,21,12,12
1,22,13,13
1,23,10,10
1,24,8,8
1,25,10,10
1,26,12,12
1,27,15,15
1,28,11,11
1,29,6,6
1,30,5,5
1,31,5,5
1,32,5,5
1,33,3,3
1,34,NA,NA
1,35,NA,NA
1,36,NA,NA
1,37,NA,NA
1,38,NA,NA
1,39,NA,NA
1,40,NA,NA
1,41,NA,NA
1,42,NA,NA
1,43,NA,NA
1,44,NA,NA
1,45,NA,NA
1,46,NA,NA
1,47,NA,NA
1,48,NA,NA
1,49,NA,NA
1,50,NA,NA
1,51,NA,NA
1,52,NA,NA
1,53,NA,NA
1,54,NA,NA
1,55,NA,NA
1,56,NA,NA
1,57,NA,NA
1,58,NA,NA
1,59,NA,NA
1,60,NA,NA
1,61,NA,NA
1,62,NA,NA
1,63,NA,NA
1,64,NA,NA
1,65,NA,NA
1,66,NA,NA
1,67,NA,NA
1,68,NA,NA
1,69,NA,NA
1,70,NA,NA
1,71,NA,NA
1,72,NA,NA
1,73,NA,NA
1,74,NA,NA
1,75,NA,NA
1,76,NA,NA
1,77,NA,NA
1,78,NA,NA
1,79,NA,NA
1,80,NA,NA
1,81,NA,NA
1,82,NA,NA
1,83,NA,NA
1,84,NA,NA
1,85,NA,NA
1,86,NA,NA
1,87,NA,NA
1,88,NA,NA
1,89,NA,NA
1,90,NA,NA
1,91,NA,NA
1,92,NA,NA
1,93,NA,NA
1,94,NA,NA
1,95,NA,NA
1,96,NA,NA
1,97,NA,NA
1,98,NA,NA
1,99,NA,NA
1,100,NA,NA
2,1,1030,1030
2,2,731,731
2,3,740,740
2,4,772,772
2,5,913,913
2,6,938,938
2,7,1004,1004
2,8,95,95
2,9,90,90
2,10,86,86
2,11,89,89
2,12,85,85
2,13,77,77
2,14,71,71
2,15,69,69
2,16,63,63
2,17,59,59
2,18,58,58
2,19,56,56
2,20,52,52
2,21,48,48
2,22,45,45
2,23,38,38
2,24,38,38
2,25,37,37
2,26,32,32
2,27,29,29
2,28,24,24
2,29,24,24
2,30,19,19
2,31,14,14
2,32,12,12
2,33,9,9
2,34,5,5
2,35,2,2
2,36,NA,NA
2,37,NA,NA
2,38,NA,NA
2,39,NA,NA
2,40,NA,NA
2,41,NA,NA
2,42,NA,NA
2,43,NA,NA
2,44,NA,NA
2,45,NA,NA
2,46,NA,NA
2,47,NA,NA
2,48,NA,NA
2,49,NA,NA
2,50,NA,NA
2,51,NA,NA
2,52,NA,NA
2,53,NA,NA
2,54,NA,NA
2,55,NA,NA
2,56,NA,NA
2,57,NA,NA
2,58,NA,NA
2,59,NA,NA
2,60,NA,NA
2,61,NA,NA
2,62,NA,NA
2,63,NA,NA
2,64,NA,NA
2,65,NA,NA
2,66,NA,NA
2,67,NA,NA
2,68,NA,NA
2,69,NA,NA
2,70,NA,NA
2,71,NA,NA
2,72,NA,NA
2,73,NA,NA
2,74,NA,NA
2,75,NA,NA
2,76,NA,NA
2,77,NA,NA
2,78,NA,NA
2,79,NA,NA
2,80,NA,NA
2,81,NA,NA
2,82,NA,NA
2,83,NA,NA
2,84,NA,NA
2,85,NA,NA
2,86,NA,NA
2,87,NA,NA
2,88,NA,NA
2,89,NA,NA
2,90,NA,NA
2,91,NA,NA
2,92,NA,NA
2,93,NA,NA
2,94,NA,NA
2,95,NA,NA
2,96,NA,NA
2,97,NA,NA
2,98,NA,NA
2,99,NA,NA
2,100,NA,NA
3,1,1061,1061
3,2,860,860
3,3,888,888
3,4,939,939
3,5,1114,1114
3,6,240,240
3,7,255,255
3,8,273,273
3,9,302,302
3,10,336,336
3,11,377,377
3,12,392,392
3,13,404,404
3,14,414,414
3,15,431,431
3,16,451,451
3,17,471,471
3,18,494,494
3,19,527,527
3,20,568,568
3,21,599,599
3,22,612,612
3,23,633,633
3,24,664,664
3,25,688,688
3,26,724,724
3,27,767,767
3,28,823,823
3,29,900,900
3,30,988,988
3,31,1045,1045
3,32,224,224
3,33,252,252
3,34,285,285
3,35,318,318
3,36,320,320
3,37,316,316
3,38,320,320
3,39,325,325
3,40,340,340
3,41,352,352
3,42,370,370
3,43,395,395
3,44,419,419
3,45,440,440
3,46,475,475
3,47,499,499
3,48,519,519
3,49,524,524
3,50,552,552
3,51,556,556
3,52,586,586
3,53,610,610
3,54,656,656
3,55,683,683
3,56,739,739
3,57,797,797
3,58,876,876
3,59,937,937
3,60,990,990
3,61,1044,1044
3,62,442,442
3,63,457,457
3,64,476,476
3,65,503,503
3,66,500,500
3,67,501,501
3,68,532,532
3,69,563,563
3,70,581,581
3,71,598,598
3,72,615,615
3,73,678,678
3,74,731,731
3,75,785,785
3,76,851,851
3,77,892,892
3,78,929,929
3,79,995,995
3,80,1038,1038
3,81,127,127
3,82,128,128
3,83,128,128
3,84,116,116
3,85,98,98
3,86,98,98
3,87,87,87
3,88,83,83
3,89,50,50
3,90,31,31
3,91,25,25
3,92,4,4
3,93,NA,NA
