"SIM","status","year"
1,TRUE,30
2,TRUE,22
3,TRUE,2
4,TRUE,27
5,TRUE,36
6,TRUE,21
7,TRUE,35
8,TRUE,13
9,TRUE,27
10,TRUE,28
11,TRUE,28
12,TRUE,24
13,TRUE,22
14,TRUE,21
15,TRUE,8
16,TRUE,8
17,TRUE,20
18,TRUE,17
19,TRUE,31
20,TRUE,69
21,TRUE,24
22,TRUE,18
23,TRUE,24
24,TRUE,28
25,TRUE,24
26,TRUE,25
27,TRUE,8
28,TRUE,17
29,TRUE,45
30,TRUE,28
31,TRUE,11
32,TRUE,64
33,TRUE,61
34,TRUE,12
35,TRUE,22
36,TRUE,21
37,TRUE,2
38,TRUE,27
39,TRUE,11
40,TRUE,16
41,TRUE,32
42,TRUE,26
43,TRUE,21
44,TRUE,30
45,TRUE,25
46,TRUE,26
47,TRUE,28
48,TRUE,11
49,TRUE,18
50,TRUE,18
51,TRUE,23
52,TRUE,11
53,TRUE,21
54,TRUE,34
55,TRUE,12
56,TRUE,30
57,TRUE,16
58,TRUE,41
59,TRUE,28
60,TRUE,2
61,TRUE,21
62,TRUE,16
63,TRUE,10
64,TRUE,2
65,TRUE,19
66,TRUE,15
67,TRUE,21
68,TRUE,24
69,TRUE,33
70,TRUE,15
71,TRUE,20
72,TRUE,2
73,TRUE,68
74,TRUE,9
75,TRUE,8
76,TRUE,2
77,TRUE,2
78,TRUE,40
79,TRUE,19
80,TRUE,2
81,TRUE,26
82,TRUE,24
83,TRUE,23
84,TRUE,10
85,TRUE,20
86,TRUE,18
87,TRUE,59
88,TRUE,9
89,TRUE,34
90,TRUE,18
91,TRUE,2
92,TRUE,13
93,TRUE,22
94,TRUE,2
95,TRUE,11
96,TRUE,17
97,TRUE,28
98,TRUE,54
99,TRUE,28
100,TRUE,32
