"SIM","status","year"
1,TRUE,65
2,TRUE,17
3,TRUE,25
4,FALSE,NA
5,FALSE,NA
6,TRUE,23
7,TRUE,6
8,FALSE,NA
9,TRUE,65
10,TRUE,7
11,FALSE,NA
12,FALSE,NA
13,TRUE,7
14,TRUE,24
15,TRUE,6
16,TRUE,27
17,FALSE,NA
18,FALSE,NA
19,TRUE,10
20,TRUE,100
21,TRUE,82
22,TRUE,41
23,FALSE,NA
24,TRUE,6
25,TRUE,21
26,FALSE,NA
27,TRUE,7
28,FALSE,NA
29,TRUE,15
30,TRUE,7
31,TRUE,5
32,TRUE,11
33,TRUE,6
34,TRUE,15
35,TRUE,8
36,TRUE,26
37,FALSE,NA
38,TRUE,34
39,FALSE,NA
40,TRUE,27
41,TRUE,47
42,TRUE,77
43,TRUE,100
44,FALSE,NA
45,FALSE,NA
46,TRUE,54
47,TRUE,9
48,FALSE,NA
49,FALSE,NA
50,FALSE,NA
51,TRUE,8
52,FALSE,NA
53,TRUE,71
54,TRUE,12
55,TRUE,26
56,TRUE,8
57,TRUE,5
58,TRUE,38
59,TRUE,35
60,TRUE,61
61,TRUE,12
62,TRUE,7
63,TRUE,97
64,TRUE,17
65,TRUE,28
66,TRUE,33
67,FALSE,NA
68,TRUE,80
69,FALSE,NA
70,TRUE,59
71,TRUE,18
72,TRUE,24
73,TRUE,41
74,TRUE,79
75,FALSE,NA
76,TRUE,6
77,FALSE,NA
78,TRUE,6
79,FALSE,NA
80,TRUE,38
81,TRUE,8
82,TRUE,32
83,TRUE,22
84,TRUE,7
85,FALSE,NA
86,TRUE,49
87,TRUE,58
88,TRUE,73
89,TRUE,7
90,TRUE,6
91,TRUE,72
92,TRUE,45
93,TRUE,7
94,FALSE,NA
95,TRUE,12
96,FALSE,NA
97,TRUE,35
98,TRUE,7
99,TRUE,12
100,TRUE,20
