"SIM","status","year"
1,TRUE,5
2,TRUE,5
3,TRUE,60
4,TRUE,36
5,TRUE,20
6,TRUE,67
7,TRUE,9
8,TRUE,6
9,TRUE,47
10,TRUE,97
11,TRUE,6
12,TRUE,5
13,TRUE,6
14,TRUE,50
15,TRUE,6
16,TRUE,41
17,TRUE,7
18,TRUE,57
19,TRUE,20
20,TRUE,5
21,TRUE,6
22,TRUE,6
23,FALSE,NA
24,FALSE,NA
25,TRUE,58
26,TRUE,8
27,TRUE,6
28,TRUE,8
29,TRUE,90
30,TRUE,78
31,FALSE,NA
32,TRUE,81
33,TRUE,6
34,TRUE,74
35,FALSE,NA
36,TRUE,49
37,TRUE,6
38,TRUE,75
39,FALSE,NA
40,TRUE,8
41,TRUE,69
42,TRUE,76
43,TRUE,64
44,TRUE,6
45,TRUE,5
46,TRUE,11
47,FALSE,NA
48,TRUE,8
49,TRUE,6
50,TRUE,6
51,TRUE,41
52,TRUE,5
53,TRUE,39
54,TRUE,60
55,TRUE,12
56,TRUE,44
57,TRUE,6
58,TRUE,6
59,TRUE,13
60,TRUE,88
61,TRUE,5
62,TRUE,6
63,TRUE,9
64,TRUE,6
65,TRUE,4
66,TRUE,66
67,FALSE,NA
68,TRUE,59
69,TRUE,61
70,TRUE,6
71,TRUE,8
72,FALSE,NA
73,TRUE,31
74,TRUE,6
75,TRUE,6
76,TRUE,6
77,TRUE,8
78,TRUE,50
79,TRUE,6
80,TRUE,54
81,TRUE,91
82,FALSE,NA
83,FALSE,NA
84,TRUE,6
85,TRUE,73
86,TRUE,57
87,TRUE,38
88,FALSE,NA
89,TRUE,72
90,TRUE,6
91,TRUE,85
92,TRUE,59
93,TRUE,10
94,TRUE,7
95,TRUE,3
96,TRUE,6
97,TRUE,34
98,TRUE,6
99,TRUE,44
100,FALSE,NA
