"SIM","status","year"
1,TRUE,47
2,TRUE,53
3,TRUE,90
4,TRUE,56
5,TRUE,74
6,TRUE,56
7,TRUE,41
8,TRUE,66
9,TRUE,74
10,TRUE,65
11,TRUE,14
12,TRUE,55
13,TRUE,57
14,TRUE,92
15,TRUE,97
16,TRUE,27
17,TRUE,56
18,TRUE,50
19,TRUE,84
20,TRUE,66
21,TRUE,91
22,TRUE,1
23,TRUE,97
24,TRUE,99
25,TRUE,91
26,TRUE,49
27,TRUE,99
28,TRUE,46
29,TRUE,76
30,TRUE,82
31,TRUE,51
32,TRUE,76
33,TRUE,97
34,TRUE,100
35,TRUE,42
36,TRUE,29
37,TRUE,65
38,TRUE,42
39,TRUE,76
40,TRUE,85
41,TRUE,14
42,TRUE,78
43,FALSE,NA
44,FALSE,NA
45,FALSE,NA
46,TRUE,4
47,TRUE,92
48,TRUE,53
49,TRUE,38
50,TRUE,79
51,TRUE,63
52,TRUE,45
53,TRUE,74
54,TRUE,72
55,FALSE,NA
56,TRUE,88
57,TRUE,89
58,TRUE,38
59,TRUE,86
60,TRUE,78
61,TRUE,47
62,TRUE,68
63,TRUE,38
64,TRUE,89
65,TRUE,85
66,TRUE,95
67,TRUE,68
68,TRUE,56
69,TRUE,66
70,TRUE,70
71,TRUE,62
72,TRUE,98
73,TRUE,38
74,TRUE,53
75,FALSE,NA
76,TRUE,78
77,TRUE,6
78,TRUE,82
79,TRUE,35
80,TRUE,59
81,TRUE,67
82,TRUE,42
83,TRUE,31
84,TRUE,52
85,TRUE,85
86,TRUE,46
87,TRUE,75
88,TRUE,46
89,TRUE,74
90,TRUE,83
91,FALSE,NA
92,TRUE,41
93,TRUE,22
94,TRUE,33
95,TRUE,91
96,TRUE,88
97,TRUE,84
98,TRUE,90
99,TRUE,95
100,TRUE,85
